,"REGION_NAME","REGION_ID","MOH_NAME",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
257,"Nikaweratiya",215,"Nikaweratiya",1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,2,0,0,0,0,0,2,1,0,1,0,0,1,1,4,1,0,1,0,26
320,"NINTHAVUR",216,"Nintavur",0,0,0,0,0,2,1,2,0,1,0,0,0,3,0,0,0,0,1,1,0,2,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,1,3,0,1,0,4,2,1,2,4,3,4,1,0,49
142,"NIVITHIGALA",217,"Nivithigala",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,10,3,17,22,4,0,8,13,0,3,2,1,2,2,0,0,2,0,3,0,0,0,2,0,0,0,4,0,0,1,0,106
63,"NIYAGAMA",218,"Niyagama",2,1,0,2,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5,1,0,1,1,2,4,2,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,35
121,"NOCHCHIYAGAMA",219,"Nochchiyag",0,1,0,3,2,0,1,1,3,1,1,0,0,0,0,0,0,1,0,0,2,0,5,3,0,3,1,4,1,0,0,1,0,0,1,1,0,1,1,0,0,0,2,0,0,1,1,1,0,1,2,1,47
164,"NUGEGODA",220,"Nugegoda",3,4,9,6,10,4,5,6,1,3,5,6,3,2,4,1,2,2,5,7,7,8,12,12,13,20,23,14,7,17,9,6,8,10,7,0,2,3,1,9,2,5,14,4,12,12,13,12,18,22,13,11,414
281,"NUWARA ELIYA",221,"Nuwara-Eliya",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
82,"OTTAMAVADI",228,"Oddamavadi",0,1,0,1,1,1,1,1,2,0,4,1,0,1,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,26
109,"ODDUSUDDAN",225,"oddusuddan",0,0,0,4,0,0,3,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,20
311,"OKEWELA",226,"Okewela",1,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,2,3,0,4,0,0,2,0,0,2,30
303,"OPANAYAKA",227,"Opanayaka",0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,1,1,1,3,1,3,0,2,0,3,2,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,2,34
21,"PADAVI SRI PURA",229,"Padavi Sripura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
20,"PADAVIYA",230,"Padaviya",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12
53,"PADDIPALAI",231,"Padiyatalwa",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
244,"PADIYATHALAWA",232,"Padukka",0,0,0,0,0,0,1,6,1,2,2,1,0,1,0,1,0,2,3,2,4,4,5,8,9,3,2,6,3,3,3,6,3,2,1,0,4,2,1,2,0,0,0,2,0,1,5,1,3,1,6,2,114
297,"PADUKKA",233,"Palagala",0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,1,3,4,2,0,31
155,"PALAGALA",234,"Palai",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,13
28,"PALAI",235,"Palinda-Nuwara",0,4,0,0,1,1,2,1,0,0,2,0,0,0,0,0,1,0,1,1,3,3,2,0,2,1,0,5,0,5,0,3,2,3,3,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,53
309,"PALINDANUWARA",236,"Pallama",2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,1,1,0,1,2,0,27
158,"PALLEPOLA",238,"Pallepola",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,2,1,0,36
0,"PANADURA",239,"Panadura",10,33,14,22,9,11,13,12,16,7,6,6,6,5,7,5,17,3,3,9,11,20,15,28,59,26,41,34,31,34,18,17,14,12,15,13,11,15,14,13,3,24,13,11,17,12,13,18,15,24,10,8,823
126,"Panduwasnuwara",240,"Panduwasnuwara",0,1,2,0,2,0,4,1,0,0,0,0,0,1,0,0,6,0,0,0,1,0,1,1,2,4,2,0,1,4,3,2,1,4,0,0,0,3,1,4,1,4,1,1,3,5,4,7,1,4,1,1,84
88,"Pannala",241,"Pannala",1,2,1,3,3,3,2,1,1,1,2,1,0,2,0,0,2,2,1,0,0,2,5,0,7,8,4,14,8,10,6,3,2,3,2,1,0,3,0,0,4,2,3,0,2,3,4,1,1,0,0,3,129
308,"PANVILA",242,"Panwila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,11
237,"PASGODA",244,"Pasgoda",2,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,25
252,"Passara",245,"Passara",0,2,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,4,1,0,1,0,1,1,0,0,1,3,0,0,0,0,1,3,2,1,0,0,2,0,5,0,0,4,0,3,2,1,45
184,"PELMADULLA",248,"Pelmadulla",2,3,1,2,1,0,0,0,0,1,2,0,1,0,5,2,2,0,0,1,8,14,18,30,31,13,10,7,12,11,12,11,4,6,7,12,2,5,2,7,0,6,0,5,3,5,2,0,3,2,1,2,274
172,"PILIYANDALA",249,"Piliyandala",14,24,18,20,7,2,8,26,8,13,2,7,4,1,7,0,39,20,16,9,22,47,29,26,36,37,53,17,25,25,32,18,18,24,10,7,4,11,10,2,2,21,9,20,13,9,17,16,8,12,14,6,845
201,"POINT PEDRO",252,"Point-Pedro",3,1,0,2,1,1,1,2,1,0,1,2,1,2,0,0,1,0,1,0,1,3,3,2,3,5,9,6,5,4,0,5,3,1,0,1,1,2,2,2,1,6,2,4,6,9,8,4,2,6,10,5,141
209,"Polgahawela",253,"Polgahawela",0,3,0,2,1,0,2,0,2,2,2,0,3,1,1,1,0,0,0,0,1,0,4,5,5,3,6,6,1,4,4,6,5,8,5,2,1,2,8,3,8,1,5,2,2,7,4,3,5,2,5,0,143
73,"Polpithigama",254,"Polpithigama",1,0,1,3,0,0,1,3,2,0,0,0,0,0,4,1,1,2,1,1,1,2,1,4,4,6,8,3,4,2,3,0,0,7,1,1,1,0,0,1,0,1,0,0,0,0,4,2,2,1,1,4,85
319,"POOJAPITIYA",255,"Poojapitiya",0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,4,0,3,1,1,2,0,0,0,1,0,0,2,1,0,2,2,1,3,0,4,2,5,45
317,"POONAKARY",256,"Poonakari",1,2,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,2,22
97,"POTTUVIL",257,"Pothuvil",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5
225,"MATARA PS",184,"PS-Matara",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,2,0,0,2,0,0,1,0,0,2,0,1,1,1,1,2,0,1,1,1,0,2,0,3,0,0,0,0,28
111,"PUTHUKKUDIYIRUPPU",258,"Puthukudiyirippu",1,3,1,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,0,1,7,1,3,2,42
8,"Puttalam",259,"Puttalam",0,2,0,5,0,6,2,1,0,3,2,3,3,2,0,0,0,0,2,2,1,0,1,7,2,23,9,10,0,3,0,1,0,4,2,1,0,1,0,5,1,0,0,0,0,1,0,0,4,1,4,6,120
115,"RAGALA",260,"Ragala",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
19,"RAGAMA",261,"Ragama",12,9,5,2,7,5,0,5,0,0,0,2,3,3,0,0,5,2,3,0,1,9,4,1,1,4,15,13,2,14,12,3,6,5,5,2,2,2,5,6,0,7,9,10,10,15,3,0,10,9,26,4,278
122,"RAJANGANAYA",262,"Rajanganay",0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,3,0,2,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,25
210,"RAMBEWA",263,"Rambewa",0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,3,5,0,3,0,32
208,"RAMBUKKANA",264,"Rambukkana",1,3,0,2,1,1,2,1,1,3,1,4,1,4,2,0,1,2,0,1,0,4,4,4,8,2,5,4,10,5,0,2,1,0,6,2,0,2,2,4,2,2,6,7,6,3,2,6,3,2,2,0,137
95,"RATNAPURA",267,"Rathnapura",1,0,4,2,1,0,2,3,0,0,0,0,0,1,1,0,3,3,9,2,14,29,11,37,30,10,7,9,15,2,2,5,9,3,5,1,5,4,3,0,2,4,3,2,3,1,3,1,0,0,1,0,253
26,"RATTOTA",269,"Rattota",2,1,0,3,0,0,0,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,1,1,0,3,1,0,4,0,0,0,0,1,3,0,1,1,0,2,4,6,2,6,3,0,60
57,"Rideegama",270,"Rideemaliy",0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,2,2,2,1,1,3,0,0,0,3,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,28
269,"Rideemaliyadda",271,"Ridigama",1,2,2,0,0,3,2,2,1,0,2,2,1,1,0,0,0,1,1,2,1,0,4,4,6,7,5,10,7,8,9,4,12,12,4,3,4,8,4,2,6,3,3,4,0,7,2,7,5,3,2,3,182
145,"RUWANWELLA",272,"Ruwanwella",0,4,3,0,1,4,3,2,1,2,3,1,1,2,0,0,5,3,5,6,14,10,11,12,12,9,7,13,9,10,3,10,6,9,12,7,5,7,1,1,0,5,6,3,3,3,3,3,1,0,3,1,245
318,"SAINTHAMARUTHU",273,"Sainthamaruthu",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
300,"SAMMANTHURAI",274,"Sammanthurai",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,19
22,,,"Sampathnuwara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
151,"SANDILIPAY",275,"Sandilipay",8,2,0,5,1,1,2,3,3,2,4,0,1,1,1,0,1,0,0,0,1,0,1,0,2,3,1,2,4,1,1,0,1,4,0,1,0,1,2,1,3,5,1,2,8,6,3,9,8,21,7,5,139
66,"SEEDUWA",276,"Seeduwa",1,7,1,10,0,2,2,4,1,2,0,0,3,2,2,1,1,4,0,0,5,11,22,14,14,33,18,29,17,22,9,4,5,11,6,4,11,6,15,11,10,15,9,11,9,7,9,6,27,10,12,7,442
179,"SERUVILA",277,"Seruwila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,6
291,"Sevanagala",278,"Sevanagala",0,1,1,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,5,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,29
129,"Siyambalanduwa",279,"Siyambalanduwa",2,2,1,0,0,4,1,4,0,1,2,1,1,0,1,0,1,0,1,0,1,1,2,4,3,1,1,6,2,2,2,0,0,3,3,1,2,0,0,2,1,0,1,0,3,2,2,0,0,3,1,0,71
127,"SOORIYAWEWA",280,"Sooriyawewa",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,10
113,,,"Talatu-Oya",3,0,0,1,1,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,1,3,0,0,0,5,1,0,3,2,1,1,3,1,0,3,0,2,0,1,1,1,2,2,6,3,3,3,5,3,1,4,72
235,"Thanamalwila",288,"Tanamalwila",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,16
233,"TANGALLE",282,"Tangalle",0,1,0,0,0,2,1,1,0,1,1,1,1,0,1,0,1,0,0,3,1,4,10,13,10,34,44,45,10,10,1,1,3,0,0,0,2,2,2,1,0,2,4,1,0,1,1,3,2,0,0,3,224
64,"THAWALAMA",289,"Tawalama",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,8,0,4,1,0,2,3,0,0,2,1,0,3,0,0,1,0,2,0,1,0,0,0,0,0,3,39
152,"TELLIPALAI",283,"Tellippalai",0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,1,2,0,0,4,0,0,0,3,4,2,1,4,6,2,1,3,0,0,1,0,0,3,2,2,2,2,4,3,4,1,2,2,3,3,73
60,"THALAWA",284,"Thalawa",0,2,0,2,0,1,0,0,2,2,0,1,0,1,1,0,1,1,0,0,1,1,1,2,0,0,3,0,2,1,2,1,1,0,0,2,1,0,1,0,0,0,0,1,0,4,1,2,1,2,0,4,48
195,"THAMANKADUWA",285,"Thamankadu",0,0,1,1,2,5,1,1,0,0,0,0,3,0,0,0,5,1,0,0,5,1,5,3,1,8,2,4,4,2,1,0,2,1,1,1,0,1,0,2,1,2,0,0,2,3,5,2,4,0,2,2,87
108,"THAMBUTTEGAMA",286,"Thambuttegama",0,0,0,3,4,2,0,2,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,2,0,2,2,3,2,1,1,0,0,0,2,2,0,0,0,0,0,1,2,0,1,3,0,2,1,1,1,47
302,"THAMPALAGAMAM",287,"Thampalakamam",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,2,2,0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,1,0,2,22
287,"THIHAGODA",290,"Thihagoda",0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,1,1,0,0,2,0,1,2,1,2,2,2,2,0,0,0,0,2,2,1,0,0,0,31
17,"THIRAPPANE",291,"Thirappane",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,1,11
138,"THIRUKKOVIL",292,"Thirukovil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4
10,,,"Thunukkai-",0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,9
202,"TISSAMAHARAMA",294,"Tissamaharama",0,1,0,3,2,3,1,3,2,1,0,0,2,1,0,0,4,0,1,1,1,8,3,1,11,3,3,2,0,0,1,0,2,2,1,7,0,0,0,0,1,2,1,1,1,1,0,2,4,1,2,3,89
160,"TRINCOMALEE",295,"Trincomalee",0,0,0,1,3,3,1,1,0,8,0,1,3,7,1,1,1,3,1,0,0,0,0,2,0,1,2,2,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,2,5,4,5,67
245,"Udubaddawa",298,"Udubaddawa",1,1,0,2,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,2,1,3,2,0,0,0,3,0,1,1,1,1,0,1,1,2,1,0,0,0,35
93,"UDADUMBARA",296,"Ududumbara",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
62,,,"Udugama(Na",1,1,1,1,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,0,8,0,0,6,2,2,6,1,0,2,5,2,1,0,0,2,0,0,2,1,2,2,0,6,0,0,0,4,0,2,0,2,69
219,"UDUNUWARA",299,"Udunuwara",2,1,2,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,1,0,1,3,2,0,0,0,1,1,1,4,2,1,1,1,1,2,2,4,1,3,3,8,7,6,3,8,3,4,8,100
94,"UDUVIL",300,"Uduvil",3,5,3,0,1,2,3,0,3,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,6,5,2,2,4,2,3,1,0,3,2,0,6,2,8,9,8,11,6,12,7,9,8,10,9,7,171
52,"UHANA",301,"Uhana",0,0,1,4,2,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,1,2,2,3,0,1,0,0,0,33
316,"UKUWELA",302,"Ukuwela",0,2,0,3,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,2,0,2,1,1,1,1,3,0,4,0,1,3,1,0,5,4,1,6,3,6,3,2,2,2,3,2,3,6,3,83
214,"UPPUVELI",303,"Uppuveli",0,1,0,1,0,1,0,0,3,2,0,0,7,1,1,0,1,0,0,3,1,0,0,2,2,0,2,2,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,2,3,3,3,3,4,60
117,"Uva Paranagama",304,"Uva-Provincial Council",4,1,0,2,2,4,2,2,1,1,1,0,1,1,0,0,1,0,3,1,2,1,0,4,1,2,1,2,1,0,0,2,1,2,1,1,0,3,1,1,1,1,0,1,1,0,1,4,2,2,2,1,69
83,"VAKARAI",305,"Vakarai",0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,14
81,"VALAICHENAI",306,"Valaichcheni",1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,2,0,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,21
150,"VAVUNATHIVU",307,"Vaunathivu",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,1,2,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,22
273,"VAVUNIYA",308,"Vavuniya",1,1,2,0,1,3,1,4,0,2,0,2,5,4,3,0,2,0,1,0,2,1,7,10,9,3,5,2,7,0,0,2,1,1,0,1,1,0,1,0,1,0,0,2,4,0,3,5,2,3,2,3,110
196,"VAVUNIYA NORTH",309,"Vavuniya(N",0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
176,"VAVUNIYA SOUTH",310,"Vavuniya(S",0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11
114,,,"Velanai",1,0,0,3,0,0,2,2,0,0,0,0,0,2,2,0,3,2,2,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3,1,3,0,0,3,3,2,0,3,2,47
135,"VELLAVELI",311,"Vellaveli",1,1,1,2,1,0,1,0,0,0,4,9,4,0,0,0,2,3,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,4,2,5,4,56
30,"WALALLAWITA",312,"Walallavita",1,1,0,2,3,1,3,2,2,0,2,2,1,1,2,2,2,1,2,1,4,5,6,4,2,3,2,2,2,3,4,2,1,2,1,3,2,1,1,1,0,4,2,1,2,2,2,2,0,1,0,3,101
321,"WALAPANE",313,"Walapone",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,12
191,"WALASMULLA",314,"Walasmulla",1,1,0,3,3,1,2,3,1,0,1,0,0,0,0,0,1,0,0,0,1,5,2,1,1,1,1,4,3,6,1,0,2,0,1,1,0,1,0,0,0,1,3,0,0,1,4,2,2,1,1,3,66
211,"WARAKAPOLA",315,"Warakapola",0,3,1,3,3,0,3,2,0,0,2,2,0,4,2,0,2,1,5,4,5,5,6,5,6,6,5,3,3,4,5,4,3,3,1,3,2,2,2,2,1,4,4,1,2,4,5,4,5,5,7,5,159
75,"Wariyapola",316,"Wariyapola",0,2,1,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,3,1,0,1,3,0,3,2,0,0,0,2,2,2,1,2,0,1,1,0,2,2,2,1,3,3,0,51
24,"WATTALA",317,"Wattala",13,15,7,17,12,16,7,4,2,10,2,4,2,8,1,3,1,9,15,1,9,25,23,19,48,11,28,45,17,40,16,47,12,27,33,10,15,40,37,38,9,10,30,56,8,55,41,45,35,20,34,16,1048
227,,,"Wattegama(",2,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,5,8,0,1,5,4,0,4,3,2,1,2,2,3,0,1,4,3,3,3,9,6,6,6,0,17,3,7,5,124
305,"WEERAKETIYA",318,"Weeraketiya",0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,20
74,"Weerambugedara",319,"Weerambugedara",2,0,0,3,0,0,2,1,1,0,0,4,1,0,3,1,3,0,0,0,1,1,0,2,1,5,3,2,3,1,2,1,2,3,1,0,0,1,0,3,0,0,3,5,0,4,1,5,1,0,5,1,78
198,"WELIGAMA",320,"Weligama",0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,1,2,1,0,2,2,9,2,1,5,8,4,2,0,1,1,0,1,0,0,1,59
304,"WELIGEPOLA",321,"Weligepola",0,0,2,1,0,3,0,1,0,0,0,1,1,0,1,0,1,0,0,0,3,0,1,1,0,3,2,1,5,0,6,3,1,1,1,0,0,1,1,0,0,4,1,0,2,1,1,1,1,0,1,0,53
34,"Welimada",323,"Welimada",2,0,1,1,1,3,0,0,1,2,0,1,1,0,0,0,1,0,0,1,0,5,3,7,0,0,2,3,2,1,2,2,6,5,4,2,0,2,3,3,3,0,2,0,0,3,1,2,3,1,0,2,84
166,"WELIPITIYA",325,"Welipitiya",1,1,0,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,4,0,5,1,0,2,1,1,3,0,2,0,1,0,0,2,1,1,0,0,1,0,0,42
178,"Wellawaya",327,"Wellawaya",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,14
193,"Wennappuwa",328,"Wennappuwa",2,2,6,3,4,1,1,0,2,0,1,0,2,0,1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,5,0,0,1,0,1,0,1,2,0,1,0,1,4,1,11,19,13,12,12,7,7,5,135
86,"WILGAMUWA",329,"Wilgamuwa",2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,24
78,"YAKKALAMULLA",330,"Yakkalamulla",2,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,2,1,0,0,3,0,2,2,0,2,1,1,0,3,0,0,1,2,0,2,0,0,0,1,1,0,1,0,0,0,0,3,3,1,39
27,"YATAWATTA",331,"Yatawatta",2,1,0,1,0,0,0,2,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,1,1,0,0,1,0,1,1,1,0,0,2,1,0,1,1,1,2,1,35
220,"YATINUWARA",332,"Yatinuwara",0,3,1,3,2,0,1,3,0,1,0,0,1,3,1,0,3,4,1,0,1,2,3,7,5,5,4,6,4,8,4,6,7,6,6,12,8,6,12,6,6,5,5,14,6,21,8,11,10,15,10,15,271
266,"YATIYANTHOTA",333,"Yatiyantot",2,6,1,1,1,1,0,3,2,1,1,0,0,0,0,0,1,5,5,1,5,8,4,10,8,4,7,6,3,7,5,9,5,5,5,0,4,1,1,2,1,2,2,5,1,1,1,1,3,2,1,1,151
