"REGION_NAME","REGION_ID","MOH_NAME",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,"CASE_SUM"
"INGIRIYA",107,"Ingiriya",3,2,0,1,1,1,2,4,5,1,1,2,3,1,1,0,1,1,6,1,1,1,1,7,3,4,2,1,1,9,2,4,2,7,9,2,4,0,0,3,1,2,1,3,1,3,1,0,1,1,0,0
"IPALOGAMA",108,"Ipalogama",0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IRAKKAMAM",109,"Irakkamam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"JA-ELA",110,"Ja-Ela",3,10,4,13,4,3,2,4,0,2,2,8,1,2,2,2,1,7,0,5,3,7,7,18,21,42,20,33,33,27,2,8,17,18,14,4,5,13,11,14,16,9,11,10,35,9,17,19,16,11,10,15
"KADUWELA",112,"Kaduwela",1,6,20,6,26,12,15,12,19,14,16,11,10,4,11,13,16,18,7,22,14,21,15,33,12,21,16,19,30,15,24,25,27,10,9,10,11,11,10,4,24,14,18,6,12,15,12,12,11,10,12,5
"KAHATAGASDIGILIYA",113,"Kahatagasd",2,6,0,2,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"KAHAWATHTHA",115,"Kahawatte",1,0,0,0,0,4,0,2,0,1,2,3,0,1,3,0,0,2,3,2,2,5,5,0,1,0,3,1,4,2,0,2,0,0,0,0,0,0,3,1,0,0,0,1,0,0,3,2,0,0,0,0
"KALUWANCHIKUDY",121,"Kalavanchi",2,4,6,3,3,2,3,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,0,4
"KALAWANA",116,"Kalawana",1,0,0,3,2,1,5,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,5,5,4,3,5,7,5,6,2,4,7,1,0,4,0,2,0,4,1,2,2,5,0,0,3,2,0,0,0,2
"KALMUNAI SOUTH ( MUSLIM DIV )",117,"Kalmunai(M",0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,2,3,4
"KALNUMAI NORTH ( TAMIL DIV )",118,"Kalmunai(T",2,2,1,0,2,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kalpitiya",119,"Kalpitiya",1,3,1,1,3,1,2,3,1,0,1,2,0,0,1,1,3,2,2,13,5,11,7,5,19,7,4,0,0,9,0,0,0,1,1,1,4,3,0,0,0,5,0,2,0,0,2,3,2,2,1,2
"KALUTARA",120,"Kalutara(N",2,5,9,5,10,4,7,9,1,5,2,1,5,2,0,5,3,2,5,5,5,2,10,5,9,14,7,8,8,10,6,8,7,1,2,6,7,1,0,3,6,4,2,4,1,6,3,5,3,2,1,3
"KAMBURUPITIYA",122,"Kamburupit",0,1,1,0,2,2,0,1,0,0,0,0,0,1,0,0,2,0,1,1,2,2,1,1,1,1,1,1,1,0,0,2,1,1,0,1,0,0,0,0,0,2,0,1,0,1,1,0,1,0,1,1
"Kandaketiya",123,"Kandaketiy",0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0
"KANDAWALAI",124,"Kandavalai",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"KANTHALE",126,"Kantale",1,0,2,0,4,0,2,0,0,1,0,1,1,0,0,1,0,0,2,1,0,0,2,1,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,0,0,1,1
"KARAITHIVU",127,"Karaitvu",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0
"KARANDENIYA",128,"Karandeniy",2,1,3,4,1,6,6,1,2,4,0,7,3,1,0,3,1,3,4,2,0,1,0,2,1,2,5,2,3,2,4,2,3,2,3,0,2,2,1,0,0,2,0,1,1,0,1,0,0,1,1,0
"KARAVEDDY",129,"Karaveddy",1,1,0,2,0,0,0,2,1,4,0,2,2,2,4,0,0,0,1,0,3,0,0,2,2,1,1,1,0,2,1,2,1,0,0,1,0,0,2,1,0,0,2,2,0,0,0,3,2,2,4,2
"Karuwalagaswewa",130,"Karuwalaga",1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,3,1,2,1
"KATANA",131,"Katana",6,37,22,19,21,17,12,1,5,5,5,7,9,3,8,3,3,4,2,4,1,9,5,9,18,15,6,15,14,18,8,3,7,10,4,5,4,3,0,0,12,1,6,5,3,0,8,1,0,3,2,2
"Kataragama",132,"Kataragama",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"KATTANKUDY",133,"Kattankudy",3,12,18,8,7,2,2,1,3,1,3,1,0,0,1,1,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"KATUWANA",135,"Katuwana",5,2,1,1,5,3,2,4,4,0,2,0,3,4,0,2,1,0,0,2,1,0,5,2,0,2,0,3,3,2,5,8,2,8,5,4,2,4,5,3,0,11,2,10,4,3,7,7,1,3,2,1
"KAYTS",136,"Kayts",1,0,4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,0,3,1,0,2
"KEBITHIGOLLEWA",137,"Kebithigol",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEGALLE",138,"Kegalle",1,19,11,17,8,11,8,6,8,0,6,3,3,2,0,12,3,2,8,9,7,7,13,18,14,12,0,10,10,6,3,9,4,6,0,7,2,3,1,7,2,1,4,4,1,2,0,6,6,3,0,0
"KEKIRAWA",139,"Kekirawa(P",0,2,0,1,3,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"KELANIYA",140,"Kelaniya",15,11,21,6,11,9,12,6,14,0,4,19,4,8,4,16,3,10,5,11,17,13,7,30,29,21,12,11,24,12,16,12,16,7,7,11,12,11,22,19,19,7,21,7,6,20,5,7,2,11,37,15
"KILINOCHCHI",141,"Kilinochch",5,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,5,0,5,6,1,3,0,4,4,1,0,3,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0
"KINNIYA",142,"Kinniya",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIRAN",1,"Kiran",0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0
"KIRIELLA",143,"Kiriella",1,0,0,0,0,0,2,0,2,1,2,1,1,2,0,7,1,3,2,5,7,4,5,27,15,1,8,10,4,6,9,6,7,5,6,5,2,3,1,1,0,1,1,3,1,2,0,1,3,2,1,0
"KIRINDA PUHULWELLA",144,"Kirinda-Pu",0,1,1,0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"Kobeigane",145,"Kobeigane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,3,0,1,1,0,2,0,0,2,0,0,0,1,0,2
"KOLONNAWA",147,"Kolonna",0,1,2,2,1,0,2,2,2,0,0,1,0,1,0,0,0,0,0,2,0,0,3,1,0,3,1,4,1,2,1,1,2,1,0,0,0,0,0,0,0,1,1,0,3,2,0,1,1,4,0,0
"KOLONNA",146,"Kolonnawa",76,57,58,32,39,15,18,10,25,11,13,9,23,17,8,14,10,12,13,29,23,44,9,19,30,55,47,35,29,55,43,7,78,12,11,15,10,9,19,52,9,37,61,41,17,11,26,10,25,16,18,12
"KOPAY",148,"Kopay",1,1,1,5,2,2,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,3,1,0,0,1,0,0,2,3,2,3,1,1,1,1,1,0,1,5,0,0,2,0,1,2,3,2,2,2
"KORALAIPATTU ( ODDMAVADI CENTRAL )",149,"Korali-p(C",2,3,6,9,6,3,2,4,1,1,6,0,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KOTAGALA",150,"Kotagala",1,0,0,1,3,0,2,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"KOTAPOLA",151,"Kotapola",0,5,5,5,0,2,6,5,5,12,11,8,3,7,6,3,6,9,1,6,9,5,5,3,7,3,5,0,7,6,5,8,5,5,2,8,4,1,4,4,0,2,3,5,1,1,0,4,3,1,2,2
"Kotawehera",152,"Kotavehara",3,0,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,3,1,0,1,2,1,0,1,0,1,2,3,2,4,1,1,1,1,0,0,1,1,0,0,0,0,1
"KOTHMALE",153,"Kothmale",0,0,1,0,0,0,1,7,3,1,4,1,0,0,0,1,0,0,1,1,1,0,1,1,0,4,1,0,2,0,0,0,1,2,0,1,0,0,1,0,1,2,1,1,1,2,1,1,1,0,1,0
"PITAKOTTE",251,"Kotte",4,9,14,5,11,12,8,6,3,6,5,4,2,3,3,2,10,4,2,4,7,10,12,8,12,9,15,15,11,26,7,20,29,7,6,2,7,1,5,2,5,3,12,8,10,4,8,5,9,5,9,4
"KUCHCHAVELI",154,"Kuchchavel",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Kuliyapiti",4,1,3,3,2,4,1,1,3,2,3,4,0,0,1,0,2,0,0,1,2,3,0,1,2,3,1,4,2,2,1,1,0,0,1,0,1,0,1,2,4,2,0,5,3,6,3,2,1,2,1,1
,,"Kuliyapiti",3,2,0,3,1,1,3,3,1,1,2,2,1,0,0,0,1,0,1,1,0,2,0,4,5,0,3,6,6,1,2,1,0,0,0,0,0,1,3,0,1,0,2,0,4,1,1,0,0,0,1,3
"KUNDASALE",156,"Kundasale",4,2,2,4,0,4,0,1,0,0,3,1,1,4,1,2,1,8,9,3,7,5,3,6,5,4,0,1,5,4,5,1,2,3,1,1,1,0,1,4,1,1,2,1,3,1,2,1,4,5,0,3
,,"Kurunduwat",2,0,4,1,0,0,1,1,3,0,0,0,0,0,0,2,0,0,1,2,1,1,1,3,0,0,2,1,1,5,3,0,4,3,1,1,0,1,3,2,4,1,5,7,3,0,1,1,2,1,3,4
"Kurunegala",157,"Kurunegala",4,2,2,7,1,2,13,1,3,1,2,1,4,0,1,1,8,2,6,2,1,3,2,10,15,7,20,16,14,12,9,10,28,23,0,17,15,24,11,14,20,13,3,9,39,28,14,30,26,100,24,31
"KURUWITA",158,"Kuruwita",8,2,3,3,4,2,6,4,8,5,3,3,0,3,2,3,6,7,0,6,11,5,16,25,27,19,16,24,12,18,21,32,18,17,29,22,15,8,4,7,2,8,8,7,8,4,5,3,0,5,0,4
"LAGGALA-PALLEGAMA",159,"Laggala-(p",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAHUGALA",160,"Lahugala",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LANKAPURA",161,"Lankapura",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0
"LINDULA",162,"Lindula(Th",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Lunugala",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,1
,,"Lunugala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUNUGAMVEHERA",164,"Lunugamveh",0,0,3,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0
"MADHU",165,"Madhu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Madulla",2,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4,0,2,1,2,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"MADURAWALA",167,"Madurawala",3,1,1,1,3,4,1,3,2,1,0,1,1,2,0,1,2,1,0,0,1,2,5,6,3,4,3,1,2,4,2,4,3,3,0,2,1,0,2,1,1,1,3,1,3,2,1,2,0,1,1,1
"MAHAOYA",168,"Maha-Oya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MAHARA",169,"Mahara",17,20,31,29,18,17,18,10,17,3,6,7,9,9,4,11,9,9,8,9,9,7,21,28,21,19,27,6,23,34,16,20,37,62,6,14,12,12,14,22,45,10,19,16,35,34,14,13,5,7,9,9
"MAHARAGAMA",170,"Maharagama",11,14,15,15,15,17,15,11,4,6,7,8,6,4,3,2,6,9,2,6,8,18,19,19,8,34,17,24,23,30,17,25,25,13,12,4,23,9,5,12,6,19,2,6,28,8,8,7,13,20,18,2
"Mahawewa",172,"Mahawewa",1,0,3,2,1,0,1,0,0,2,2,0,1,2,0,1,0,0,0,3,1,3,1,2,0,0,0,1,0,2,0,0,1,0,0,1,0,1,2,2,4,3,2,3,7,4,5,2,6,3,1,0
"Mahiyanganaya",173,"Mahiyangan",0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
,,"Maho",0,0,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,5,0,1,0,0,1,3,1,1,2,1,2,2,0,1,0,1,0,2,0,2,0,0,1,1,4,2,2,2,0,2,1
"MALIMBADA",174,"Malimboda",1,1,0,3,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,2,1,1,1,1,0,0,3,0,1,1,1,0,1,0,0,3,1,0
,,"Manikhinna",1,0,0,0,4,0,3,1,0,1,2,1,2,2,0,0,1,1,2,0,3,4,1,2,0,1,1,7,4,2,3,3,0,3,1,1,0,2,2,0,2,5,1,0,1,1,4,1,1,0,4,0
"MANNAR TOWN",177,"Mannar",11,10,4,5,10,0,2,3,0,1,2,1,4,1,0,2,4,0,1,0,0,2,1,2,0,1,2,0,2,1,0,0,1,0,2,0,0,0,0,0,0,1,1,2,4,2,6,2,6,8,9,7
,,"Manthalai-",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,,"Marawila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MASKELIYA",180,"Maskeliya",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Matale",1,2,0,0,1,0,1,1,1,1,0,1,2,1,0,1,0,2,0,2,1,0,0,8,1,3,1,1,0,0,1,0,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,3,1
"MATHURATA",186,"Mathurata",1,1,2,1,1,0,2,0,0,1,0,0,3,2,0,1,0,2,0,1,1,1,0,1,0,3,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"MATHUGAMA",185,"Matugama",2,5,3,1,9,1,5,3,5,2,1,1,3,9,5,16,10,2,10,5,12,3,7,9,2,16,9,3,12,4,6,2,2,7,6,3,3,0,2,1,3,3,0,3,4,2,1,4,3,1,4,0
"MAWANELLA",187,"Mawanella",7,8,7,10,12,7,7,10,7,10,8,9,10,8,4,8,12,13,13,7,13,6,22,30,37,40,37,42,16,13,20,12,15,14,10,16,4,14,18,9,7,9,19,8,8,7,17,6,13,13,7,18
"Mawathagama",188,"Mawathagam",0,1,1,0,9,1,1,0,0,0,2,1,0,0,1,0,1,0,0,0,2,2,2,2,4,0,6,4,9,9,4,2,1,0,0,14,6,0,3,9,8,13,2,13,7,11,12,17,13,18,10,14
"CMC",52,"MC-Colombo",68,66,80,68,70,43,43,32,33,31,29,49,37,37,18,49,38,43,44,64,69,67,70,83,72,91,74,93,84,116,87,66,58,43,29,39,33,34,37,42,33,43,33,45,39,36,51,70,63,52,80,37
"GALLE FOUR GRAVETS",79,"MC-Galle",0,8,2,1,3,1,0,1,7,0,4,1,2,5,3,1,0,1,1,3,8,10,12,6,4,7,11,10,1,4,7,7,5,0,3,0,1,4,0,0,0,2,0,0,1,2,0,0,4,3,2,0
"JAFFNA",111,"MC-Jaffna",2,4,2,3,1,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,5,0,1,1,3,1,1,6,1,5,7,8,7,5,4,8,8,19,9,3,3
,,"MC-Kandy",19,19,12,32,17,9,7,5,1,6,1,0,0,1,1,3,0,3,4,1,6,13,8,2,1,6,2,3,1,1,6,1,2,0,1,5,2,0,8,4,0,1,4,5,1,3,5,8,7,0,6,14
,,"MC-Kuruneg",0,0,3,7,7,0,1,0,1,0,0,0,1,0,0,0,1,2,0,0,7,1,0,8,5,7,1,9,9,6,4,20,9,15,5,22,17,12,14,8,24,13,8,19,7,17,22,17,24,26,57,2
"MATALE",182,"MC-Matale",3,2,1,4,3,4,6,1,4,8,0,1,1,0,0,2,2,0,2,0,1,0,4,2,7,0,0,0,0,0,0,0,1,14,6,6,2,1,0,0,0,0,0,0,0,1,2,0,0,0,3,1
"MATARA MC",183,"MC-Matara",15,26,12,18,12,7,11,5,3,0,2,1,4,1,0,2,1,1,0,2,0,5,2,3,2,6,5,5,5,8,19,19,11,13,5,1,12,19,20,10,25,15,28,6,10,8,9,5,9,3,7,4
"NEGAMBO",213,"MC-Negombo",30,98,34,26,48,18,17,9,9,12,10,17,12,17,7,10,18,12,0,4,0,28,5,28,8,8,13,11,8,16,11,6,5,3,2,5,2,7,13,3,7,6,2,6,9,2,15,21,31,12,17,20
"NUWARA ELIYA MC",222,"MC-Nuwarae",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RATNAPURA-MC",268,"MC-Rathana",6,1,5,1,2,1,1,0,1,6,0,0,0,3,1,2,4,1,0,0,4,9,9,10,6,12,13,19,7,7,5,7,12,8,6,4,0,10,5,0,0,3,7,3,0,2,3,0,2,0,1,3
"MEDADUMBARA",189,"Medadumbar",0,0,0,0,1,1,2,0,0,0,1,1,1,0,0,1,3,1,0,1,0,0,1,1,5,2,0,4,6,1,1,0,0,0,1,1,0,1,5,0,0,0,0,1,3,5,3,1,1,0,1,0
,,"Medagama",0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,1,1,0,1,0,1,2,0,2,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,1
"MEDAWACHCHIYA",190,"Medawachch",0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,2,0,0
"MEDIRIGIRIYA",191,"Medirigiri",0,0,1,1,0,1,0,1,0,0,0,4,1,0,0,2,1,0,0,1,3,1,3,2,3,2,1,1,3,2,0,0,2,2,2,1,1,0,2,3,1,0,0,0,2,0,0,0,1,1,5,2
"Meegahakivula",192,"Meegahakiv",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MENIKHINNA",193,"Meerigama",7,6,9,2,15,5,10,4,1,7,4,7,2,10,4,7,2,12,1,8,8,5,12,7,13,19,9,6,15,2,12,16,19,0,10,7,2,0,1,5,5,3,3,4,3,4,1,0,5,0,5,5
"MIHINTALE",194,"Mihintale",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,2
"MINUWANGODA",196,"Minuwangod",12,7,21,9,33,15,12,10,7,3,17,10,2,5,5,8,14,2,12,11,11,13,15,15,25,11,11,19,11,35,1,2,15,5,8,11,6,14,9,6,14,6,10,4,24,9,2,11,6,8,8,1
"Monaragala",198,"Monaragala",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,1,4,6,1,1,3,1,0,0,0,0,0,1,1,1,1,1,2,1,2,0,4,1,0,0,0
"MORATUWA",199,"Moratuwa",16,36,24,37,20,19,24,11,15,13,16,11,3,6,7,11,6,4,11,10,8,8,14,29,4,23,23,6,17,16,5,40,10,5,5,2,9,5,3,6,11,7,8,13,9,6,9,14,8,12,15,6
,,"Morawaka",4,3,7,10,6,4,6,6,5,3,6,2,8,2,3,9,3,5,1,1,0,4,5,8,6,3,4,1,12,8,6,11,10,11,8,0,5,8,1,3,8,10,3,1,10,3,7,1,1,1,0,1
"MULATIYANA",200,"Mulatiyana",0,0,2,0,0,2,3,1,2,1,0,5,1,0,1,3,1,1,1,0,3,0,2,0,0,2,0,3,3,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"MULLAITIVU",201,"Mullativu",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,0
"Mundalama",202,"Mundel",0,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,4,2,0,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,3,3,1,2,5,2,2,7,1,4,4,3,0,0
"MUSALAI",203,"Musali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUTHUR",204,"Mutur",0,2,0,0,3,0,1,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"NALLUR",206,"Nallur",1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,2,3,0,36,19,7,3,2,3,6,37,8,4,2,6
,,"Nananthan(",3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,1,2,1,2,1,0,0,0,11,0,2,0,0,0,1,0,1,0,0,0,2,2,0,2,0,0,1,0,1,1,0
"Narammala",208,"Narammala",2,3,1,0,2,0,0,0,2,1,1,1,1,0,0,0,4,4,5,2,1,2,8,2,9,5,9,12,8,7,4,6,0,7,2,6,4,1,4,0,6,3,3,1,2,1,3,3,2,12,6,7
"Nattandiya",209,"Nattandiya",6,0,4,1,1,2,2,2,4,1,0,2,1,2,1,1,3,3,1,4,2,1,1,7,1,0,1,0,2,3,0,7,4,4,2,7,15,32,21,12,10,15,8,3,8,6,4,2,21,4,1,0
"NAULA",210,"Naula",1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,3,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"NAVITHANVELI",211,"Navithanve",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
,,"Nawalapiti",3,0,2,1,0,3,3,1,1,0,0,0,4,1,2,2,0,2,0,1,5,1,5,2,1,3,1,3,2,0,2,7,8,4,1,1,1,0,2,3,4,5,3,2,2,0,0,1,4,3,0,2
,,"Nawalbase(",9,0,0,1,0,1,1,2,1,2,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
