"REGION_NAME","REGION_ID","MOH_NAME",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,"CASE_SUM"
"NAWATHISPANE",212,"Nawathipan",0,0,0,0,2,0,2,0,0,1,0,0,2,1,0,0,0,0,0,2,0,2,0,0,2,1,0,2,0,0,2,0,1,1,0,3,0,0,1,0,1,0,0,1,1,2,2,2,0,2,1,0
"NELUWA",214,"Neluwa",0,2,1,1,2,0,2,2,6,4,2,5,1,4,4,4,0,3,1,1,2,2,0,2,7,1,7,2,3,3,0,3,6,4,0,4,2,0,1,0,0,1,2,0,0,0,1,1,2,0,1,0
"Nikaweratiya",215,"Nikawerati",4,4,1,5,1,2,1,0,0,0,1,2,2,1,0,0,0,0,2,0,0,6,1,0,1,4,1,0,4,0,2,3,1,1,0,1,1,0,2,1,0,0,1,1,2,0,0,1,3,0,5,3
"NINTHAVUR",216,"Nintavur",1,10,2,10,7,5,1,4,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"NIVITHIGALA",217,"Nivithigal",4,0,3,1,6,3,1,2,1,0,3,1,3,0,2,7,5,2,2,1,1,5,8,13,6,1,4,2,7,2,1,5,8,4,4,7,7,4,3,0,2,3,3,0,5,9,2,2,1,3,3,2
"NIYAGAMA",218,"Niyagama",0,1,0,4,5,3,1,5,5,5,1,3,9,1,0,5,2,1,0,2,3,3,6,4,2,4,2,0,7,6,5,3,8,4,3,2,2,2,0,0,0,1,0,1,2,0,3,0,0,0,0,0
"NOCHCHIYAGAMA",219,"Nochchiyag",0,1,0,0,6,1,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,2,0,0,2,0,0,0,0,1,0,2,2,0,0,0,3,0,1,1,2,2,1,0,1,0,0,0,1,1,5,1
"NUGEGODA",220,"Nugegoda",5,21,23,7,9,14,4,3,3,2,4,2,1,0,1,7,1,4,0,3,2,4,3,3,6,7,6,4,9,8,13,9,10,7,1,2,4,5,3,5,6,2,3,5,3,2,4,5,5,4,5,4
"NUWARA ELIYA",221,"Nuwara-Eli",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"OTTAMAVADI",228,"Oddamavada",0,2,23,4,3,3,2,2,5,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ODDUSUDDAN",225,"oddusuddan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0
"OKEWELA",226,"Okewela",1,0,0,0,2,0,2,5,1,0,0,1,0,1,0,2,1,0,0,0,0,0,5,0,0,2,0,1,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"OPANAYAKA",227,"Opanayaka",1,0,1,0,0,1,0,0,1,0,0,2,0,2,0,0,0,1,0,1,1,0,0,2,1,1,0,0,2,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,3,0,1,0,0,1,0,0
"PADAVI SRI PURA",229,"Padavisiri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PADAVIYA",230,"Padaviya",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PADDIPALAI",231,"Padippalai",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"PADIYATHALAWA",232,"Padiyatalw",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
"PADUKKA",233,"Padukka",1,4,4,3,2,3,0,1,3,1,0,0,0,4,0,1,7,3,1,0,2,0,1,5,4,2,2,1,4,2,3,4,0,7,1,1,2,2,1,0,1,2,0,1,0,1,2,1,5,2,1,2
"PALAGALA",234,"Palagala",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,2,0,0,0
"PALAI",235,"Palai",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
"PALINDANUWARA",236,"Palinda-Nu",2,3,1,2,3,4,3,2,5,5,0,9,6,1,7,6,18,5,2,2,7,7,11,4,6,9,1,10,6,4,4,12,8,14,6,3,0,1,3,0,5,0,0,1,2,1,0,2,1,0,0,2
"PALLEPOLA",238,"Pallepola",0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,4,2,1,1,0,2,0,1,1,0,6,2,6,2,0,1,0,0,0,1,1,1,0,0,2,0,0,1,0
"PANADURA",239,"Panadura",15,16,11,14,17,14,15,13,7,10,5,13,1,6,3,9,10,1,5,11,13,11,21,10,14,13,20,22,24,24,21,30,19,8,9,10,7,10,41,20,19,25,46,18,34,26,15,7,21,16,18,4
"Panduwasnuwara",240,"Panduwasnu",1,1,0,2,1,2,0,1,0,1,0,2,1,1,0,1,0,0,0,1,0,0,1,0,5,0,1,1,2,0,0,4,1,1,1,0,0,2,1,0,1,1,0,1,0,4,4,0,3,0,1,1
"Pannala",241,"Pannala",2,2,2,2,3,5,5,1,0,0,0,1,3,2,1,0,1,0,3,0,1,1,0,3,2,1,1,8,6,7,17,9,11,16,9,9,5,1,4,0,6,1,9,1,13,3,3,2,4,11,3,6
"PANVILA",242,"Panwila",0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PASGODA",244,"Pasgoda",2,3,0,0,1,0,1,4,7,3,1,4,5,4,2,0,9,1,3,2,5,6,1,5,2,2,6,8,6,3,3,4,2,1,2,2,0,2,1,3,2,3,0,0,2,0,0,0,2,6,1,0
"Passara",245,"Passara",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,4,1,2,1,1,1,2,1,0,0,1,5,8,0,7,1,3,4,1,4,0,4,4,0,4
"PELMADULLA",248,"Pelmadulla",5,2,2,3,5,2,5,3,3,6,5,6,7,3,0,9,8,7,2,1,11,5,9,31,12,9,20,13,6,11,3,4,4,6,10,2,6,6,2,3,2,2,3,3,4,1,4,4,2,3,4,1
"PILIYANDALA",249,"Piliyandal",10,15,11,14,5,16,10,14,16,3,11,4,2,5,5,9,6,4,2,6,8,10,23,9,19,9,22,20,16,28,12,14,30,10,17,7,6,9,2,7,1,23,8,10,19,9,4,7,10,6,5,6
"POINT PEDRO",252,"Point-Pedr",2,0,1,2,0,0,1,0,3,1,0,1,0,1,4,4,0,1,0,0,1,1,2,2,1,0,0,1,0,0,2,0,2,1,0,2,0,0,0,1,1,3,3,0,2,0,0,1,1,1,0,1
"Polgahawela",253,"Polgahawel",6,8,1,5,5,3,7,1,7,5,1,6,5,4,6,10,1,0,4,2,8,0,10,18,11,18,18,17,9,11,11,12,5,10,3,10,5,7,9,7,6,12,3,10,7,4,3,3,4,4,12,5
"Polpithigama",254,"Polpithiga",0,1,2,3,1,0,2,2,0,1,1,0,2,0,0,0,1,2,2,1,0,2,5,5,4,3,3,2,3,2,3,5,3,0,1,2,3,1,2,0,5,4,2,3,3,0,2,0,0,4,5,4
"POOJAPITIYA",255,"Poojapitiy",3,4,5,4,5,2,1,9,0,0,5,0,2,4,1,3,2,1,3,2,3,3,0,10,6,2,8,14,5,14,9,8,5,3,3,2,2,1,0,0,2,1,1,0,0,0,1,0,1,4,0,2
"POONAKARY",256,"Poonakary",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"POTTUVIL",257,"Pothuvil",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MATARA PS",184,"PS-Matara",1,2,2,3,1,4,0,2,2,2,0,1,1,0,0,1,2,0,0,0,2,0,1,1,0,0,4,0,0,2,0,3,0,1,1,0,1,0,0,1,1,0,1,0,1,0,2,0,0,0,2,0
"PUTHUKKUDIYIRUPPU",258,"Puthukudiy",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0
"Puttalam",259,"Puttalam",9,5,5,4,4,5,5,2,2,0,1,0,0,3,0,2,1,2,0,4,0,1,2,1,1,1,0,0,4,1,0,3,0,1,0,0,0,0,0,0,0,3,1,6,0,4,12,14,50,22,4,10
"RAGALA",260,"Ragala",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"RAGAMA",261,"Ragama",8,0,4,2,4,2,3,2,2,4,0,2,2,1,1,1,0,1,3,0,2,4,7,5,4,9,8,2,9,10,5,1,6,1,8,2,4,2,5,0,3,6,6,2,5,4,1,3,12,6,5,0
"RAJANGANAYA",262,"Rajanganay",0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0
"RAMBEWA",263,"Rambewa",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"RAMBUKKANA",264,"Rambukkana",3,7,1,8,6,2,6,8,8,0,2,1,3,0,1,6,3,3,4,6,7,12,9,4,7,10,11,5,1,7,11,6,1,5,0,5,3,0,1,2,1,2,2,2,2,1,3,2,2,4,4,3
"RATNAPURA",267,"Ratnapura",3,2,4,3,3,4,5,4,2,2,6,3,3,6,6,3,13,8,17,4,15,42,40,85,32,38,37,57,2,52,25,28,42,11,18,40,21,11,4,9,10,8,17,9,12,6,7,6,8,5,5,0
"RATTOTA",269,"Rattota",0,3,4,0,1,0,2,1,2,1,0,4,6,3,3,0,2,1,1,1,6,0,3,2,11,1,2,0,1,0,0,0,1,1,3,0,0,1,0,2,1,1,1,0,2,1,0,1,0,0,1,1
"Rideegama",270,"Rideegama",2,0,2,0,1,2,2,0,1,0,3,2,0,0,4,3,2,0,3,1,4,0,2,8,9,1,9,9,4,10,7,3,7,1,2,4,1,3,2,2,5,4,1,5,7,5,2,10,7,4,6,3
"Rideemaliyadda",271,"Rideemaliy",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"RUWANWELLA",272,"Ruwanwella",3,6,2,3,7,3,0,2,3,0,0,3,0,4,0,8,0,4,3,4,2,7,6,11,20,16,8,24,16,9,11,12,16,20,4,15,12,3,6,7,13,7,1,8,9,5,7,7,4,2,6,2
"SAINTHAMARUTHU",273,"Sainthamar",0,1,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,5,8,3,4,0
"SAMMANTHURAI",274,"Samanthura",1,0,0,1,2,4,1,1,6,0,1,0,1,1,0,0,4,0,0,0,0,0,0,2,3,1,0,0,0,0,2,0,3,0,0,0,0,0,0,1,5,5,6,6,10,6,8,24,31,34,12,21
,,"Sampathnuw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANDILIPAY",275,"Sandilipay",0,5,1,1,2,4,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,2,6,4,13,5,9,5,7
"SEEDUWA",276,"Seeduwa",7,10,4,3,6,7,4,4,2,0,7,7,0,0,0,0,3,0,1,2,2,1,2,3,6,5,3,0,1,44,1,16,0,4,4,4,24,3,25,7,13,7,20,7,9,6,6,12,13,6,0,1
"SERUVILA",277,"Seruwila",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Sevanagala",278,"Sevanagala",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,1,1,0,1,1,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1
"Siyambalanduwa",279,"Siyambalan",0,1,2,1,0,0,1,0,2,3,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,2,0,0,1,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,3
"SOORIYAWEWA",280,"Sooriyawew",0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"Soranathota",281,"Soranatota",0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
,,"Talatu-Oya",0,5,1,4,0,0,0,2,2,0,0,0,1,2,0,0,6,3,3,0,7,1,0,9,1,1,0,1,0,9,6,0,5,2,0,2,2,0,0,1,2,3,0,0,0,0,0,0,3,1,0,0
"Thanamalwila",288,"Tanamalwil",0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,2,1,1,1,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1
"TANGALLE",282,"Tangalle",1,0,2,6,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2,0,1,1,4,1,3,0,3,0,2,2,1,0,2,1,0,0,1,3,2,0,1,2,0,1,0,0,1,0,0,1,0
"THAWALAMA",289,"Tawalama",4,1,1,1,1,0,0,3,2,0,3,0,2,1,3,1,3,0,4,3,4,2,4,4,8,8,7,7,16,2,18,13,10,13,4,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0
"TELLIPALAI",283,"Telippalai",4,3,7,4,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,2,1,1,3,2,2,4,4,3,1,0
"THALAWA",284,"Thalawa",0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,1,3,0
"THAMANKADUWA",285,"Thamankadu",0,0,3,4,3,4,2,0,0,1,0,0,1,1,0,0,1,0,0,2,1,1,1,0,2,3,1,0,0,0,2,5,0,2,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,3,1,0
"THAMBUTTEGAMA",286,"Thambutteg",0,0,0,0,2,0,1,0,1,0,0,2,1,1,0,0,0,1,0,0,2,1,0,0,0,2,0,1,2,1,0,0,0,0,1,1,0,0,0,0,4,1,0,0,0,0,1,0,1,2,1,1
"THAMPALAGAMAM",287,"Thampalaka",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0
"THIHAGODA",290,"Thihagoda",1,3,2,1,1,0,1,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,2,4,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,2,0,1
"THIRAPPANE",291,"Thirappane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1
"THIRUKKOVIL",292,"Thirukovil",0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,,"Thunukkai-",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TISSAMAHARAMA",294,"Tissamahar",3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,2,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"TRINCOMALEE",295,"Trincomale",0,1,0,0,0,0,2,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,4,0,2,5,2
"Udubaddawa",298,"Udubaddawa",1,0,0,0,3,0,2,1,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,1,1,0,0,3,1,2,1,0,0,0,0,0,0,1,2,1,0,2,0,1,2,2,0,0,2,0,2,1
"UDADUMBARA",296,"Ududumbara",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0
,,"Udugama(Na",2,0,3,0,0,7,0,0,3,0,5,3,6,2,0,1,0,4,0,0,3,2,2,2,4,2,2,4,0,1,2,0,2,1,3,2,0,1,0,0,2,1,2,0,2,1,2,0,2,1,0,0
"UDUNUWARA",299,"Udunuwara",0,1,4,4,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,2,2,1,0,1,0,1,1,3,1,0,0,0,5,2,0,1,0,0,1,0,0,0,1,0,1,1,1,1,4,2,0
"UDUVIL",300,"Uduvil",3,3,10,4,2,3,1,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,3,0,0,1,1,7,4,2,3,2
"UHANA",301,"Uhana",0,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0,3,0,4,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,0
"UKUWELA",302,"Ukuwela",0,1,3,1,0,0,4,1,2,0,2,5,5,0,0,4,3,0,2,0,0,0,0,3,1,1,0,4,0,0,1,0,2,4,2,2,2,2,3,6,6,15,2,8,1,6,1,6,1,10,6,0
"UPPUVELI",303,"Uppuveli",0,1,3,0,0,1,0,2,3,0,1,0,2,1,1,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"Uva Paranagama",304,"Uva-Parana",1,2,0,2,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,2,1,2,0,5,3,4,3,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,2,2,3,1,0
"VAKARAI",305,"Vakarai",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"VALAICHENAI",306,"Valachchen",1,3,3,0,2,2,1,0,1,1,0,1,0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAVUNATHIVU",307,"Vaunathivu",0,0,3,0,1,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,0,0
"VAVUNIYA",308,"Vavuniya",3,3,5,1,1,1,1,0,1,0,2,1,0,1,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,1,2,3,0,5,3,8,7,1,3,5,3,1,2,0,0,5,1,3,2,1,1,3
"VAVUNIYA NORTH",309,"Vavuniya(N",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"VAVUNIYA SOUTH",310,"Vavuniya(S",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
,,"Velanai",0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,1,0,1,1,0,3,2,3
"VELLAVELI",311,"Vellavelly",3,0,0,6,1,2,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,1,1
"WALALLAWITA",312,"Walallavit",4,6,0,6,17,13,5,18,10,9,10,8,9,6,5,6,5,4,3,5,7,5,6,8,4,8,7,6,5,5,4,7,5,4,3,1,2,3,1,1,2,2,3,0,1,2,2,2,0,1,0,0
"WALAPANE",313,"Walapone",1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
"WALASMULLA",314,"Walasmulla",3,2,1,2,1,2,5,6,6,2,1,1,3,1,1,2,1,1,0,2,1,3,0,2,3,0,2,1,1,1,3,0,0,1,1,1,0,2,0,2,0,1,0,2,0,0,1,0,1,1,0,1
"WARAKAPOLA",315,"Warakapola",0,0,1,4,2,1,1,1,1,1,2,2,2,3,2,5,7,6,4,17,6,7,9,10,4,7,2,8,10,4,4,8,3,1,2,2,2,1,2,3,0,1,2,2,3,1,1,0,5,4,2,7
"Wariyapola",316,"Wariyapola",0,1,6,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,2,1,3,0,1,0,1,0,1,1,3,1,3,0,2,1,3,0,4,9,4,0,2,6,1
"WATTALA",317,"Wattala",18,27,22,15,13,8,10,4,14,2,5,3,1,5,3,7,12,6,4,4,7,18,24,11,18,14,10,14,13,4,24,4,22,13,14,8,8,11,0,13,10,14,19,18,18,15,32,28,8,26,15,18
,,"Wattegama(",4,4,2,5,12,5,2,3,2,3,2,3,3,1,3,7,8,8,6,6,7,4,3,3,2,2,5,7,6,7,6,2,2,4,3,4,1,3,1,4,0,3,1,2,1,0,6,1,4,3,4,7
"WEERAKETIYA",318,"Weeraketiy",0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Weerambugedara",319,"Weerambuge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,9,3,3,7,11,6,6,1,5,8,3,2,4,4,3,1,2,2,2,4,1,2,9,4,1
"WELIGAMA",320,"Weligama",0,1,3,0,4,3,1,1,4,3,1,0,0,2,4,1,0,1,1,0,0,1,2,0,1,1,4,4,5,6,4,7,9,1,3,2,4,2,3,4,3,3,7,6,8,1,2,0,6,2,2,1
"WELIGEPOLA",321,"Weligepola",0,1,1,1,2,0,2,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,4,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,0,0,0
"WELIKANDA",322,"Welikanda",1,1,1,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0
"Welimada",323,"Welimada",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,1,1,1,1,2,1,0,2,5,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"WELIPITIYA",325,"Welipitiya",1,1,2,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,7,1,2,3,0,1,0,0,1,3,0,0,6,4,2,2,2,2,2,0,1,0,1
"Wellawaya",327,"Wellawaya",1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,1,4,1,0,1,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Wennappuwa",328,"Wennappuwa",2,6,20,14,7,10,8,14,4,5,14,0,6,3,2,14,1,1,4,13,12,26,29,23,1,3,7,12,3,6,2,21,17,22,1,62,13,42,14,9,14,13,12,13,20,17,22,18,7,8,2,2
"WILGAMUWA",329,"Wilgamuwa",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,2,3,4,1,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,1,2,1,1,1
"YAKKALAMULLA",330,"Yakkalamul",1,6,0,1,3,4,2,0,6,3,5,0,3,1,0,0,3,4,0,1,3,3,3,6,5,3,7,1,2,2,2,2,1,2,1,0,2,0,0,3,0,0,1,1,1,2,2,0,0,3,0,0
"YATAWATTA",331,"Yatawatta",0,0,1,1,2,1,0,0,0,0,1,0,1,1,1,0,1,1,3,0,0,0,1,0,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0
"YATINUWARA",332,"Yatinuwara",1,2,3,0,4,1,0,1,2,0,5,1,2,4,0,1,3,3,2,0,7,4,1,5,0,2,1,0,2,0,9,4,1,1,1,4,0,6,0,2,5,0,4,2,3,2,2,0,4,0,6,4
"YATIYANTHOTA",333,"Yatiyantot",1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,2,5,6,3,4,0,10,6,4,23,3,1,3,4,4,5,3,5,0,5,0,3,5,1,0,0,1,0,1,2,0,0,0,3,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
