,"REGION_NAME","REGION_ID","MOH_NAME",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,"CASE_SUM"
239,"IMBULPE",106,"Imbulpe",2,0,2,0,0,1,1,2,0,2,1,3,0,4,4,3,2,0,1,0,0,0,1,0,1,0,3,1,0,2,1,1,4,0,0,3,2,0,3,1,0,2,1,0,3,1,3,0,0,3,2,1,67
67,,,"Induruwa",0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2,2,2,1,1,1,2,0,3,1,1,2,2,1,0,1,1,2,1,1,2,2,0,0,1,1,1,0,1,0,1,1,0,0,3,6,52
292,"INGIRIYA",107,"Ingiriya",2,1,0,0,2,1,0,1,0,1,2,1,0,3,0,0,0,2,1,4,1,3,0,1,2,1,1,0,1,0,0,1,0,3,0,1,0,3,0,0,0,0,0,0,2,0,1,0,1,0,2,1,46
16,"IPALOGAMA",108,"Ipalogama",1,1,2,1,0,0,1,1,1,3,1,0,0,1,0,0,2,3,0,1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,31
296,"IRAKKAMAM",109,"Irakkamam",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
65,"JA-ELA",110,"Ja ela",16,4,15,7,5,4,4,4,1,7,3,3,7,4,0,0,3,2,5,1,1,1,4,1,2,2,9,5,7,5,14,2,4,2,3,4,2,3,2,2,0,3,1,8,0,3,2,10,6,3,3,5,214
4,"KADUWELA",112,"Kaduwela",14,13,15,12,16,14,23,11,22,14,11,20,3,34,17,10,15,32,25,11,13,14,14,21,16,19,23,20,18,20,29,12,8,20,17,33,12,25,26,25,12,23,37,11,19,18,38,40,33,14,22,15,999
104,"KAHATAGASDIGILIYA",113,"Kahatagasd",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,3,2,0,20
175,"KAHAWATHTHA",115,"Kahawaththa",0,1,2,0,0,0,0,0,1,0,1,1,1,3,0,1,1,0,0,1,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,24
141,"KALAWANA",116,"Kalawana",1,0,1,0,1,0,0,2,0,2,0,0,1,2,0,1,0,3,2,1,2,1,1,0,0,0,2,0,1,1,0,2,1,1,2,1,0,0,2,0,0,1,0,0,0,0,2,0,1,0,0,0,38
260,,,"Kalmunai",1,4,6,3,9,9,1,26,6,10,0,7,3,2,0,2,1,0,0,2,2,6,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,109
7,"Kalpitiya",119,"Kalpitiya",0,4,3,0,0,0,1,3,2,1,2,4,2,1,4,0,0,0,0,1,0,1,2,0,6,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,47
1,"KALUTARA",120,"Kalutara(North)",0,7,7,8,7,4,2,5,5,4,3,3,6,2,3,4,1,8,7,3,4,5,2,9,2,7,1,7,5,8,7,2,7,2,3,5,6,3,3,3,13,0,5,2,2,4,4,7,7,6,7,3,240
238,"KALUWANCHIKUDY",121,"Kaluvanchikudi",0,0,2,1,2,1,1,3,1,0,0,1,1,2,0,0,2,4,0,1,1,1,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,2,4,3,0,46
171,"KAMBURUPITIYA",122,"Kamburupitiya",0,0,0,2,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,1,0,0,2,1,0,1,1,0,1,1,1,0,1,1,1,29
92,"Kandaketiya",123,"Kandaketiy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,9
110,"KANDAWALAI",124,"Kandavalai",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,12
294,"KANTHALE",126,"Kantale",0,1,0,0,1,1,0,1,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17
263,"KARAITHIVU",127,"Karaitvu",1,2,2,0,0,1,3,3,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22
223,"KARANDENIYA",128,"Karandeniya",3,1,1,2,0,2,0,0,2,1,1,2,0,4,2,0,4,0,2,0,10,0,1,5,4,0,0,2,1,2,3,3,0,1,2,2,2,2,0,0,0,0,0,0,4,3,4,1,1,1,16,0,97
36,"KARAVEDDY",129,"Karaveddy",0,2,0,0,1,1,0,1,0,0,1,1,1,1,1,3,0,3,1,0,0,0,3,1,1,1,2,1,1,1,2,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,2,2,3,3,2,3,50
9,"Karuwalagaswewa",130,"Karuwalaga",0,1,3,1,3,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,1,0,1,29
105,"KATANA",131,"Katana",0,7,0,8,5,6,2,0,2,2,1,1,2,0,0,3,1,1,2,1,0,1,1,4,3,3,1,3,3,2,4,2,2,1,4,4,1,0,2,6,5,0,1,2,2,1,1,1,5,1,0,2,112
234,"Kataragama",132,"Kataragama",4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14
46,"KATTANKUDY",133,"Kattankudy",0,3,1,3,6,7,3,4,3,4,1,1,1,0,2,0,0,0,0,3,3,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53
96,"KATUWANA",135,"Katuwana",2,1,1,1,0,2,1,1,1,2,0,2,0,1,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,0,2,0,4,1,0,42
279,"KAYTS",136,"Kayts",0,0,0,0,0,0,1,4,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0,22
103,"KEBITHIGOLLEWA",137,"Kebithigol",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
242,"KEGALLE",138,"Kegalle",7,3,2,0,7,4,2,1,2,1,2,0,2,5,1,0,2,4,4,1,2,0,5,6,2,1,7,1,3,3,2,6,3,0,1,2,2,4,1,2,2,3,3,4,4,2,7,4,5,2,6,1,146
246,"KEKIRAWA",139,"Kekirawa(P",3,0,3,1,2,2,1,1,0,1,0,1,3,1,0,0,0,3,3,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,40
41,"KELANIYA",140,"Kelaniya",8,11,9,25,18,7,9,12,7,9,2,6,4,4,5,4,2,9,6,8,0,4,6,8,4,14,3,2,2,3,7,4,2,5,8,3,2,0,0,3,1,0,0,3,8,1,2,1,6,13,13,2,295
203,"KILINOCHCHI",141,"Kilinochchi",0,0,0,3,0,0,2,0,0,1,0,0,3,0,1,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,5,1,0,2,0,2,3,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,35
256,"KINNIYA",142,"Kinniya",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,"KIRAN",1,"Kiran",0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,17
293,"KIRIELLA",143,"Kiriella",0,0,0,1,0,0,0,0,3,1,1,0,0,4,0,0,0,1,3,2,2,2,7,0,0,2,2,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,2,0,1,44
249,"KIRINDA PUHULWELLA",144,"Kirinda-Puhulwella",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
258,"Kobeigane",145,"Kobeigane",0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,3,2,2,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,24
70,"KOLONNAWA",147,"Kollonnawa",12,6,19,13,41,21,22,24,13,22,17,32,0,25,12,17,18,13,37,8,22,4,34,12,30,41,36,41,74,52,22,77,35,23,19,38,13,14,13,4,17,9,16,12,19,30,19,18,53,14,31,36,1250
197,"KOLONNA",146,"Kolonna",2,0,1,1,0,2,1,0,0,1,0,1,4,0,1,0,2,0,2,1,0,2,7,0,1,0,0,0,1,0,2,1,0,1,1,0,0,0,0,1,1,0,1,0,0,2,2,3,2,0,0,0,47
35,"KOPAY",148,"Kopay",3,4,0,3,1,2,3,1,2,1,1,0,2,1,3,1,2,0,1,0,1,1,0,1,0,0,2,1,0,1,1,3,1,2,0,0,1,0,0,1,2,0,2,1,1,1,0,2,1,3,5,4,69
40,"KOTAGALA",150,"Kotagala",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14
137,"KOTAPOLA",151,"Kotapola",3,2,1,0,1,4,0,2,0,0,4,0,2,0,0,1,0,0,2,0,0,5,0,0,2,0,1,1,0,3,1,0,0,1,0,1,2,0,2,1,1,2,0,1,1,2,2,0,1,0,2,1,55
48,"Kotawehera",152,"Kotavehara",0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,1,1,1,0,2,1,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,24
38,"KOTHMALE",153,"Kothmale",0,0,1,0,0,2,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,2,5,1,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,33
218,"PITAKOTTE",251,"Kotte",4,10,4,4,3,2,9,5,2,2,5,4,4,4,5,2,4,6,5,5,2,1,4,1,2,4,8,16,1,2,9,6,5,4,2,5,5,2,1,1,3,2,6,2,0,3,1,5,11,12,6,3,224
32,"KUCHCHAVELI",154,"Kuchchaveli",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
247,,,"Kuliyapitiya",3,2,1,2,0,0,2,2,0,2,1,0,0,2,1,1,1,7,2,0,0,0,5,1,3,2,3,3,6,4,1,3,1,0,1,2,0,0,5,4,4,0,0,0,3,2,1,2,1,0,2,4,92
277,,,"Kundasale",3,1,4,3,2,2,1,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1,0,2,1,0,3,1,1,0,0,0,0,1,5,0,5,0,1,0,0,0,0,2,0,0,1,0,0,2,2,1,51
307,"KUNDASALE",156,"Kurunduwatta",3,0,0,3,0,0,0,1,3,3,0,0,0,0,0,3,0,1,13,6,4,3,6,2,2,4,3,2,3,2,5,4,0,2,3,2,2,1,0,0,1,0,1,0,3,0,0,2,1,0,2,1,97
207,"Kurunegala",157,"Kurunegala",87,55,63,44,38,24,28,37,34,16,17,8,1,3,5,8,0,9,3,1,1,3,2,4,0,1,0,2,2,1,5,2,1,0,5,0,0,1,0,0,1,0,1,1,0,1,1,4,2,2,1,2,527
271,"KURUWITA",158,"Kuruwita",2,0,4,0,3,4,1,9,7,5,4,1,7,6,2,0,7,4,8,4,2,8,17,3,6,5,3,3,3,2,2,2,0,2,1,0,6,0,1,0,0,1,0,0,3,1,0,1,2,1,0,2,155
85,"LAGGALA-PALLEGAMA",159,"Laggala-(pallegama)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
98,"LAHUGALA",160,"Lahugala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7
187,"LANKAPURA",161,"Lankapura",0,0,1,0,0,1,0,2,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,3,0,0,1,0,0,2,0,1,0,3,0,25
313,"LINDULA",162,"Lindula(Th",0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14
188,,,"Lunugala",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,3,0,1,0,18
128,"LUNUGAMVEHERA",164,"Lunugamvehera",0,0,0,0,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,24
59,"MADHU",165,"Madhu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
139,"MADURAWALA",167,"Madurawala",0,0,1,1,0,0,1,0,2,0,0,3,1,0,0,2,3,1,3,1,2,1,3,1,0,2,0,2,0,0,1,0,0,2,1,1,2,0,1,0,0,1,0,1,0,2,0,0,2,2,1,1,48
54,"MAHAOYA",168,"Maha-Oya",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,10
112,"MAHARA",169,"Mahara",10,11,13,3,7,5,9,11,9,7,8,3,8,11,0,4,7,16,7,7,7,10,8,10,3,7,8,11,4,17,9,3,10,10,5,6,11,12,5,5,4,4,11,4,4,4,1,17,5,8,9,10,398
33,"MAHARAGAMA",170,"Maharagama",9,17,9,19,14,15,12,15,16,4,9,11,7,2,9,1,4,10,6,7,2,3,8,1,6,11,10,18,11,8,21,19,9,20,13,6,3,6,6,11,8,7,14,10,14,16,16,2,15,11,19,7,527
290,"Mahawewa",172,"Mahawewa",3,1,3,2,2,0,2,2,2,2,0,0,3,0,1,1,1,0,0,0,0,1,1,0,1,0,3,0,1,2,1,1,3,5,2,1,1,0,1,0,0,0,0,0,1,4,0,0,4,3,0,1,62
55,"Mahiyanganaya",173,"Mahiyangan",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6
243,,,"Maho",3,4,2,1,1,3,0,2,3,1,3,2,1,2,0,1,2,0,1,0,0,0,1,2,0,1,1,1,4,0,0,0,1,2,1,0,0,0,2,3,3,1,1,0,2,0,0,1,1,1,1,0,62
5,"MALIMBADA",174,"Malimboda",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1,18
312,,,"Mallawapitiya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,14,3,1,0,1,1,1,1,2,0,2,0,3,0,0,1,2,1,0,0,0,0,2,0,0,1,2,0,0,43
301,,,"Manikhinna",0,0,0,0,1,1,0,3,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,2,4,1,4,0,3,1,0,1,1,2,0,0,1,1,0,0,2,2,0,3,42
154,"MANNAR TOWN",177,"Mannar",10,5,4,2,3,3,3,0,1,2,1,2,0,3,0,0,0,1,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,54
306,,,"Marawila",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"MASKELIYA",180,"Maskeliya",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
123,,,"Matale",0,2,0,0,1,0,0,0,0,1,2,0,5,1,4,0,1,1,1,0,0,0,2,1,1,2,3,1,0,4,0,1,2,1,0,0,0,2,3,2,0,0,0,0,4,0,1,4,1,0,2,0,56
125,"MATHURATA",186,"Mathurata",1,0,1,1,3,1,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,2,2,0,1,1,0,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,1,34
68,"MATHUGAMA",185,"Matugama",6,1,3,5,3,1,2,2,4,2,6,0,2,1,1,1,1,5,0,4,0,0,3,2,3,5,1,4,3,2,2,0,2,4,1,1,0,3,4,1,0,0,6,3,1,2,4,3,1,2,4,3,120
206,"MAWANELLA",187,"Mawanella",10,12,12,5,3,3,5,4,0,4,5,2,0,5,5,3,2,0,2,3,3,0,1,4,2,2,3,3,1,6,6,2,2,5,1,2,0,2,2,3,3,2,13,4,9,7,6,1,4,5,4,4,197
270,"Mawathagama",188,"Mawathagama",8,17,4,9,15,8,10,9,9,15,4,2,6,6,4,1,2,3,1,4,1,2,5,1,2,4,2,1,0,1,4,2,4,4,3,2,1,1,0,2,1,1,0,3,0,2,0,0,0,2,1,0,189
69,"CMC",52,"MC - Colombo",62,73,41,76,76,57,82,60,43,48,36,78,39,50,68,40,70,60,46,53,43,45,70,74,77,100,90,81,105,131,128,67,73,76,53,61,59,36,31,57,59,49,89,98,81,82,132,122,117,139,96,182,3861
58,,,"MC - Dambulla",0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21
299,"NEGAMBO",213,"MC- Negambo",17,18,19,5,4,10,7,6,9,8,5,2,0,3,0,0,0,1,0,0,4,0,7,4,5,4,9,14,7,5,7,8,4,7,6,13,3,3,0,10,13,9,30,10,18,12,13,31,15,19,2,12,418
162,"GALLE FOUR GRAVETS",79,"MC-Galle",1,1,3,0,0,0,1,1,1,0,0,1,0,1,2,0,0,4,2,7,2,5,0,10,4,1,4,4,2,9,2,0,7,0,9,3,4,6,2,2,0,0,0,0,1,1,2,2,1,2,5,0,115
185,"JAFFNA",111,"MC-Jaffna",9,4,4,8,4,5,5,5,1,9,3,8,3,10,17,7,2,6,0,6,7,2,0,1,1,0,0,0,2,0,1,1,1,0,1,1,0,3,1,2,1,3,9,4,1,0,2,2,8,8,7,1,186
99,,,"MC-Kandy",6,13,31,9,21,25,19,11,8,3,7,4,1,2,4,7,0,0,2,5,5,5,6,8,9,8,10,3,7,9,15,10,12,15,5,7,3,5,2,1,0,0,2,1,2,0,0,0,0,2,0,2,332
295,,,"MC-Kurunegala",19,42,28,19,28,19,4,17,8,6,12,3,2,2,0,1,1,3,0,0,2,0,0,6,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228
25,"MATALE",182,"MC-Matale",4,1,2,0,1,6,1,2,0,1,0,1,3,0,1,2,1,3,1,0,0,2,1,2,3,3,0,5,3,3,10,0,2,1,4,2,2,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,79
288,"MATARA MC",183,"MC-Matara",0,0,1,1,0,1,2,2,2,1,1,3,3,0,0,0,1,1,2,3,1,0,1,1,3,2,6,0,0,5,0,3,0,0,3,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,57
124,"NUWARA ELIYA MC",222,"MC-Nuwaraeliya",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
315,"RATNAPURA-MC",268,"Medadumbara",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,3,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,23
274,"MEDADUMBARA",189,"Medagama",3,4,1,0,0,0,0,2,4,0,0,3,2,3,0,2,1,0,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,0,1,42
236,"MEDAWACHCHIYA",190,"Medawachch",0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,1,0,1,0,1,0,4,20
217,"MEDIRIGIRIYA",191,"Medirigiriya",2,0,3,1,3,3,7,1,2,4,3,3,1,2,2,3,0,2,1,1,0,1,1,4,2,2,0,3,0,0,1,4,3,3,2,1,0,1,2,2,5,0,1,1,2,1,1,0,1,3,4,0,95
118,"Meegahakivula",192,"Meegahakiv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,9
131,"MENIKHINNA",193,"Meerigama",4,2,3,4,5,4,2,5,3,8,6,4,2,4,5,1,3,5,1,4,1,5,2,1,3,0,4,4,4,8,0,2,7,3,8,5,0,5,7,0,4,2,9,6,6,4,6,15,3,9,1,0,209
181,"MIHINTALE",194,"Mihintale",0,1,3,0,1,0,0,3,1,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21
120,"MINUWANGODA",196,"Minuwangoda",13,7,11,6,3,10,4,3,3,4,6,1,6,2,3,2,9,3,8,3,2,3,1,22,6,0,3,2,0,8,9,6,10,8,0,1,4,0,5,1,4,1,1,6,4,4,10,2,2,13,2,4,251
130,"Monaragala",198,"Monaragala",0,3,0,2,0,0,0,1,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,3,0,0,1,0,1,4,0,3,1,0,1,0,1,1,0,0,0,0,0,0,1,2,1,1,36
254,"MORATUWA",199,"Moratuwa",5,9,12,18,11,3,24,21,14,7,12,18,9,11,7,5,12,5,1,9,9,11,12,8,15,12,26,26,26,20,40,33,32,21,11,27,5,12,19,10,7,9,9,5,11,12,17,25,24,27,25,9,768
136,,,"Morawaka",0,2,4,0,2,2,1,4,0,4,0,2,1,1,1,1,1,0,2,2,3,2,1,0,1,1,1,0,0,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,48
170,"MULATIYANA",200,"Mulatiyana",0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
231,"MULLAITIVU",201,"Mullativu",1,1,3,0,0,2,0,1,2,0,1,3,1,5,3,4,2,0,8,1,1,4,5,0,0,1,0,1,0,4,1,3,1,0,1,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,66
310,"Mundalama",202,"Mundel",0,5,4,4,2,3,3,3,3,6,2,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,2,3,0,0,0,2,0,2,0,3,0,0,1,1,0,0,0,0,0,3,0,0,61
215,"MUSALAI",203,"Musali",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
13,"MUTHUR",204,"Mutur",1,0,1,0,0,0,0,1,0,0,1,1,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,23
186,"NALLUR",206,"Nallur",7,8,4,0,3,4,1,6,6,3,3,0,0,6,2,0,6,4,0,1,0,2,1,0,0,0,0,0,0,0,1,1,1,2,1,0,5,2,2,1,3,2,2,0,4,1,2,0,3,5,2,2,109
250,"Narammala",208,"Narammala",6,8,16,6,8,4,4,6,1,5,2,4,5,0,6,5,2,9,8,6,4,4,3,4,4,7,6,2,2,3,2,2,1,1,2,0,1,0,3,1,0,0,1,0,0,1,1,1,2,3,3,4,179
285,"Nattandiya",209,"Nattandiya",3,0,4,0,4,0,0,4,0,1,1,0,0,3,1,5,0,0,0,0,1,0,0,2,1,1,1,2,2,3,3,0,2,2,3,0,1,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,57
156,"NAULA",210,"Naula",0,0,0,1,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,18
261,"NAVITHANVELI",211,"Navithanve",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9
39,,,"Nawalapitiya",3,1,0,0,0,2,4,2,0,3,3,0,0,0,4,2,3,0,0,0,3,3,2,1,2,1,5,3,3,5,1,3,5,2,0,1,3,0,0,1,2,1,2,1,0,1,1,4,3,4,2,1,93
161,,,"Nawalbase(",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
87,"NELUWA",214,"Neluwa",1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10
