"MOH_name","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52"
"Sooriyawewa","6.871428571428572","3.4571428571428573","0.0","2.0571428571428574","0.0","5.971428571428572","24.25714285714286","4.4714285714285715","0.1142857142857143","10.085714285714285","0.0","6.942857142857143","0.2714285714285714","0.0","12.099999999999996","0.0","3.171428571428571","4.6571428571428575","3.142857142857143","2.8428571428571425","0.48571428571428565","8.957142857142857","5.4","0.9142857142857144","0.0","0.0","0.0","0.4571428571428572","1.0714285714285714","4.3","0.0","0.0","0.0","0.0","0.0","0.0","5.414285714285714","0.2571428571428572","0.0","0.31428571428571433","0.24285714285714283","12.071428571428571","2.6571428571428575","13.857142857142858","2.3285714285714287","11.442857142857143","10.22857142857143","3.828571428571429","18.428571428571427","2.185714285714286","0.07142857142857142","1.5142857142857142"
"Hanguranketha","13.749411065774945","15.811377807187133","0.0","5.4844174401656565","1.7904403277860739","5.18060788133553","10.905079419135465","3.0854161767535366","3.3616162112158134","3.0775776791330616","2.8344571922592743","4.87657401863442","1.5937110165225217","0.06606450784502226","13.279302249791714","2.5687073510266996","6.942300698335684","5.79728380589957","10.543990459436463","5.1602279194499685","5.585223564092089","15.988676000450413","15.60304451372036","28.525103747778306","26.148848943119436","6.419944464875001","14.708601212051256","7.64285034780128","8.638487820377712","5.741435386444979","17.70755699672454","1.03410659536323","0.2584092004663","0.46419554705986577","8.008585501404783","15.905025746456214","19.533489650975525","6.456449908826783","0.0","0.27734147316350705","2.978226994646102","26.23564465533735","0.6107724557305113","15.167091617200585","3.3388482530546058","5.343328638409925","17.301084191263165","2.406927100016126","9.439630649284773","2.2468278484419986","2.4070043297423367","0.37004090984591687"
"Vavuniya(S","7.13491626352238","7.050860150433725","0.0","0.7541447483198794","1.513882563958075","0.29534371855139246","1.9027571910748735","0.0","0.15180453152261236","3.641462673637153","4.904516834526609","13.149791512861196","1.8363880514225488","0.0","6.81643195113834","0.001533916141988523","4.248985212205918","14.223613467621288","6.286125031261102","0.9240394036064624","4.520685082259308","22.58920942047183","9.14088210029162","18.679811943675258","3.497133742879843","5.729044302360069","1.990238715460073","1.3505191283479068","0.7818794953593143","5.800124256483641","3.6961576144258497","0.28391666616665684","0.0","0.0","5.188836651020904","17.292501613577162","23.527464814903006","4.648628999681742","0.8529594494828884","1.2936551650490475","3.9378294584460023","22.386179564283744","0.0","20.969747613145408","5.031492218714228","8.057406560548497","5.869538442762407","0.37840851274769804","0.023705976739822616","1.919158761336499","0.0","0.0"
"Gampaha","2.879439679093048","7.17672256430402","0.0","0.43663863091695004","0.48411699457644286","24.18411606992818","75.3305070790093","102.21618677055177","43.56479447342155","6.949271986180991","2.3651259174668127","10.07409028698488","3.5638378261477643","0.0","15.733976915360644","0.0","3.2523253213321235","40.81025072221632","3.730672545041456","5.44725501173253","8.293585156676153","17.229299963976683","10.568739503980064","19.67224055340707","6.250560077500039","9.316638561372118","2.466330562212617","0.9448741173056038","11.65887970591026","11.885181733968526","2.8786834440714366","0.3975630108920303","0.2668347188936917","0.46089633263455826","4.115854279009984","7.773613482196003","29.96658159738067","4.000448409724193","0.0","4.906050575621221","8.087282850438555","13.036134474235876","0.8212885085880416","16.499663779637896","5.995938699210877","7.785574049011676","26.15885131084557","6.152072547543264","0.2520168005863803","1.986274537076405","0.0","0.0647059028073036"
"Eheliyagoda","4.4797016172742286","2.683995492797878","0.0","1.5571333677066062","0.5363080232825371","18.100377820773076","6.498293406581725","1.4602846455304874","0.9122879804961909","14.05558530086768","3.8786511262344443","14.36557975243409","12.999263762498105","0.7594331147809892","6.995793657486924","3.131305281857508","10.038566266469429","32.39299468241958","11.138293050932068","15.130275714787548","5.276634975192384","31.31816901384724","16.096140533985306","21.009250842318835","9.770810713564204","11.969127554662503","6.158577128387417","8.984303849931296","15.079420411868586","11.605214450524935","10.536294739384644","0.8374024272793644","0.4831100451694438","0.13019847693268316","4.150439941483821","17.703766246508525","24.541287053425417","10.840506042268919","0.6350493958170256","8.29068372877318","14.908589736899517","21.230847755352446","3.7080051508695977","19.364964691885593","12.84744120888576","4.237532546662458","15.79694398481754","3.804656873236534","6.792497149943628","11.342543231195982","12.351068028961095","13.034642107042485"
"Kaluvanchikudi","27.043437325074883","25.54411661500606","0.2510178532068651","35.28588060544732","0.26562435933942385","6.081024984431594","30.253909080056147","0.0","2.422539495273298","20.435583622104893","0.06306189826043876","2.741803633526633","1.2513168866631372","0.0","3.5695176048146187","0.0","0.02751791924091873","0.0015287732911621519","0.166254095413884","0.0","0.0","6.5977167508346","0.008790446424182372","0.0","1.8074577251800872","10.292045252468688","1.710164747601537","0.0","2.085528144438562","0.0","1.8223632647689183","0.7973147359691228","2.3635985636970367","0.0","6.010319219715344","0.09784149063437772","0.04586319873486455","0.0","0.0","0.0","0.013376766297668827","10.216071941099889","0.011847993006506677","3.1341498562994783","3.1830706016166674","4.032021079247887","9.126040636654357","11.221123614162686","25.945067142927368","5.937702488385141","3.640223369530868","2.1157214169390146"
"Mutur","16.74285714285714","6.128571428571428","1.0142857142857142","4.742857142857143","21.857142857142858","6.357142857142857","22.528571428571432","0.0","11.985714285714286","10.885714285714286","7.442857142857142","3.871428571428571","0.0","0.0","0.35714285714285715","0.0","0.0","1.1285714285714286","17.77142857142857","0.0","0.0","0.17142857142857143","0.0","0.0","0.0","0.0","9.257142857142856","0.0","0.0","0.0","0.0","10.6","0.07142857142857142","2.6142857142857143","0.0","0.3","0.0","0.0","0.0","0.0","1.9714285714285715","3.0","0.0","3.7571428571428567","7.9714285714285715","2.0285714285714285","9.214285714285714","9.428571428571429","17.3","1.6428571428571428","1.0714285714285714","0.0"
"Panduwasnuwara","13.004098593834993","5.160333325167873","0.0","0.0434401972259521","0.0","0.33266141577975533","5.754119228151756","1.0832152292051354","0.5782257228134965","16.731679359329377","9.974527895559856","2.5451136651921975","0.5449640394116078","0.007221973346482851","3.8457724147011887","0.024639673770353254","14.88844726977087","7.06679679848497","7.979933617286389","0.8762598454129588","0.017842522385428217","17.08557786145226","53.890098126908576","103.00182498864974","132.8206483345818","126.6005478885289","0.7588920202492849","0.004248219615578148","0.0","0.7494874552081544","4.690287576771028","0.008496439231156295","0.008496439231156295","0.0","3.515668537317443","21.63875170689527","11.661874380606852","0.28698875159895915","0.0","0.019116988270101668","0.011470192962061","15.642931073497548","0.0","22.187214072519733","4.603832004280683","8.122374544808636","0.311819319783436","6.917484788937393","1.425597674840524","6.432928005334062","0.0","0.0"
"Mathurata","14.971428571428572","14.657142857142858","0.0","5.7","4.928571428571429","5.857142857142857","13.314285714285715","0.0","1.1714285714285713","4.242857142857143","2.042857142857143","2.2857142857142856","1.7428571428571427","0.0","18.900000000000002","4.8428571428571425","1.9285714285714284","3.5","20.357142857142858","3.7714285714285714","14.62857142857143","22.87142857142857","21.485714285714284","56.442857142857136","46.75714285714286","11.257142857142856","17.6","13.185714285714285","21.914285714285715","7.628571428571427","26.271428571428572","2.857142857142857","0.32857142857142857","1.0999999999999999","11.928571428571429","21.542857142857144","32.3","12.857142857142856","0.0","0.7571428571428571","8.22857142857143","28.557142857142857","0.6571428571428573","3.757142857142857","2.7857142857142856","8.342857142857143","17.442857142857143","3.6714285714285713","17.2","3.2142857142857144","1.2","0.04285714285714286"
"Bulathsinhala","5.4137439230746764","8.009644375817862","0.001702394702321609","4.553390685639632","4.012259970571212","18.239700000250952","18.664694811431733","17.342994084934883","5.57743954607876","4.167174380676632","20.18886663382765","15.530035888848191","35.41984203356731","0.28661246854642175","26.95776193007309","4.2720900792979","12.314001180638192","28.47867497961632","25.60860685711292","28.30997153757355","25.172266738547037","33.319227329878814","25.614153260463475","16.385022779277282","20.20516175563933","9.974501217371856","11.29792158346564","14.655425739207658","15.172855826657917","31.394570986532315","16.760735517492357","5.573505776896475","3.4131722117236754","2.4166467167532213","15.608857990266145","46.36605284344403","35.7961788453968","20.360304707066646","1.7326343471812293","12.095491727315395","16.093722108461133","23.388030179319124","11.383368101623477","19.67814948630864","21.490762842744882","18.344012062738855","25.04668819209078","24.490909321204068","2.751823560319318","9.675576172282362","12.937221489325715","0.0"
