MOH_name,MOH_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
Kalmunai,260,27.6428568704,28.5142857688,28.3285713196,27.8285713196,28.7428569794,28.3142858233,29.2857142857,29.6142861502,29.4999994551,30.4285714286,30.3571425847,30.6714284079,32.0142854963,32.0285715376,32.5142857688,32.7571427482,32.9571429661,32.9857145037,32.671428408,33.3571428571,33.5857140677,34.0142860413,34.7142857143,36.1142856053,35.9571435111,33.4571424212,33.7285717555,33.4285714286,34.2142857143,34.0428575788,36.0285720825,32.9857147761,32.0857146127,32.6142861503,32.5857146127,31.9571429661,32.9571426937,34.4285714286,33.700000218,32.0999998365,33.9428574698,31.8571428572,32.1285716465,31.4428569249,30.1857147217,30.0714285714,29.8428570884,28.5142860412,28.1857144492,29.3714286259,27.4285714286,28.099999564
Nivithigala,142,29.4285711561,30.3428562709,33.4714290074,33.1714281355,34.999999455,33.0142860413,32.2285717555,34.0428570339,33.2285714831,34.399999891,34.2571427481,33.7857142857,34.6428571429,33.928571701,34.1714286804,34.8142852783,34.1142856053,31.9571432386,32.02857181,31.6428568704,31.3285715921,30.2714285169,30.100000109,29.9000004359,29.7714285169,30.4142856598,29.8857143947,30.300000327,30.3142855508,30.4428569249,30.6714284079,30.0428570339,31.8285715921,32.0714285714,32.8142860957,29.7571427481,29.9428571973,30.5428567614,33.099999564,32.1857139043,31.1428574153,30.8285718645,32.0428567614,32.200000218,32.7999992371,32.2285706656,32.3142858233,32.0428567614,30.7714285169,31.6142850603,32.2428575243,32.171427863
Hataraliyadda,282,27.3430718958,27.5306505297,29.9931707012,28.1305606774,30.3975798018,30.0779165697,29.6491482885,31.041709571,31.1178341902,32.1139270779,32.5972930472,32.6259541597,32.8743854248,32.6991392966,32.1545254696,32.7389674112,32.3404367715,31.1279079884,30.357949292,30.9027601545,30.3434659875,28.7684171866,28.4760528658,27.9344685031,28.0791896272,28.8722348331,28.4896575218,28.6996411456,28.762161357,29.0214550833,28.9574653238,29.1257569207,29.6668575236,30.2842797122,32.16676779,28.1977768919,27.7176372189,28.5814301111,30.6340739015,30.6971856956,29.7472841886,29.8460115126,30.3127440858,30.9221361766,31.202957448,29.9085318379,30.3784009048,29.5899443552,27.4773256956,28.8110769125,28.4402397553,28.9223335985
Ambagamuwa,90,19.774417402,20.6944291497,22.7461986706,20.6084323187,22.2622895749,21.0544765286,21.1263282681,22.1139187004,22.0351703528,22.1369756424,23.3114784175,23.8353816503,24.3640942293,24.7312081973,24.1623598045,24.8481445923,24.2528130153,23.708009669,22.9199965139,23.214834757,22.2025658214,19.8350998866,19.2087567708,18.2559997774,18.7994912224,20.5047939521,19.1803262281,19.1636006403,19.1132836527,19.6825543276,19.6064580649,20.4663932077,20.7925956369,21.3499497279,23.2500904781,19.0732892431,18.2895207701,19.7971223553,22.7910021991,22.1331541284,20.7899443926,20.8351001823,21.8737828494,21.5418548088,21.9895915539,21.3686918312,21.7665340298,21.5145528204,19.6697499646,20.6047938338,21.4848110131,20.673994329
Ukuwela,316,26.3999996185,26.3428573608,29.0142857688,26.5428573064,29.1142858778,28.5857140677,28.2285712106,29.7285714831,29.8285713196,30.5142860413,30.9857142312,31.4142856598,31.7999995095,31.7142859868,30.9428571974,31.5571430751,31.0571430751,30.0714285714,29.1999999455,29.899999891,29.2571427482,27.700000218,27.2285714831,26.6571431841,26.5571430751,27.7142857143,27.0571433476,27.100000109,27.3714288984,27.7142857143,27.5428573063,27.9857139588,28.3000000545,28.6428574153,30.399999891,26.8428570884,26.5,27.5428573063,29.5,29.5571430751,28.5714285714,28.6999999455,29.1428574153,29.8000000545,30.1285716466,28.9714287349,29.1428574153,28.4857145037,26.2000004905,27.8142858233,27.2285714831,27.7285714831
Balangoda,240,22.8170985705,23.6648666223,26.0292450777,24.7401444065,26.4711521714,24.9845067559,24.8321631999,26.093446497,25.9401029634,26.1475216609,26.8748538542,27.0591459452,27.6755875685,27.9300633804,27.3300287849,28.2376121113,27.5055583138,26.4889512572,26.3938268585,26.4682350299,25.9210806816,23.9878596297,23.6906958468,22.8937947109,23.4461062023,24.7527133397,23.5186337476,23.8603165774,23.7825911635,23.9730582611,24.2399086217,24.6421285808,25.3377617765,25.7597552721,26.4983888881,23.2906891428,23.0335483245,24.3897797247,26.811142277,26.0751917152,25.0246416908,24.4544601721,25.6097243474,25.1047203327,25.4495633847,25.1464078246,25.3580592642,24.755453817,23.7342342813,23.9245759618,24.5180124129,24.2117085548
Irakkamam,296,28.1711120814,29.1259497253,30.1913651319,29.1770116878,30.6056510568,29.9129521626,29.6332505041,31.4214742206,31.4184000698,31.2487565858,31.9697106909,32.7149417432,32.3896241879,33.641139909,33.6681061729,34.2584991054,33.9858503846,33.5000682129,33.4638110919,33.8992993048,35.6014246646,34.681554679,34.1443267934,34.3905062803,35.1786620638,34.5692588503,34.2568267014,33.5953889195,34.7147381869,33.0141498952,33.1787742964,33.5695749336,33.4758589558,34.1573462174,31.8767409393,34.1813750289,34.263879352,34.1227402458,33.8390152356,33.7542721829,34.2903931579,31.7042271332,32.1563741198,31.6513789211,31.1032098609,32.4068718528,31.3720164492,29.723711657,29.3256333515,29.4548376365,28.4155740766,29.1287072477
Okewela,311,29.8571425847,30.3142855508,32.5142854963,32.3714283535,32.8857143947,31.6142858778,29.6285713741,32.9857142312,32.4714287349,32.2571430206,32.0857137952,32.5571425302,32.3857146672,32.5714285714,32.5571422577,33.2285723005,32.8857133048,31.371428081,32.299999782,31.3285710471,30.5714285714,30.6571426392,30.2285712106,30.8714286259,32.0285715376,30.6714284079,31.8714291709,32.2857137408,30.6285716466,29.3428570883,32.4714284624,32.700000218,31.3571425847,29.700000218,30.5857140677,31.1999999455,29.3857143947,29.428571701,30.1999999455,30.3857141222,29.9000001635,30.2428572518,30.3714288984,31.3000000545,32.3142855508,31.7857142857,31.9428571974,31.0428573063,30.8857143947,29.7428572518,30.6142856053,30.4142853873
Ipalogama,16,27.6714286804,28.1428568704,30.1142858778,29.0857140677,29.9857142312,30.1000003815,30.299999782,31.299999782,31.0571425302,32.2714285169,33.2571432931,33.0428573063,34.6142861503,34.1571431841,34.1142856053,34.6142850603,34.9285708836,33.700000218,32.6142856053,32.9571424212,32.900000436,31.3857141222,31.4285714286,31.4714284624,31.599999564,32,32.4857145037,32.0714288439,31.8142850058,32.2142862592,32.7428567069,32.671428408,32.1285711016,33.3428568159,34.5285715376,30.6000003815,30.6285713741,32.0857146127,33.6428565979,33.7714282444,33.6142850603,32.1428576878,32.1142858778,32.5142857688,31.1857144492,30.6000003815,31.5999998365,29.8000000545,28.600000109,29.7714287894,28.7714285169,29.2714285169
Moratuwa,254,30.3999996185,30.1714286804,32.2857148307,32.6142861502,33.6857147217,31.8571428571,31.6142856053,32.300000327,31.8714283535,32.7285712106,32.9428574698,32.9714290074,33.1857141767,33.3428573608,33.1428565979,33.1428576878,33.4285714286,31.5142860413,32.8571428571,32.1142856053,32.0000002725,31.100000109,30.8857143947,30.7142857143,30.6285716466,30.7142857143,30.9714284624,30.6285713741,30.7428572518,30.700000218,30.928571701,29.8857143947,31.2000004904,31.3142855508,31.5142860413,30.2300494997,30.6714286804,30.3857141222,31.5729068605,31.6428571429,31.5142854963,30.7857145582,31.6857147217,31.6142856053,31.6428571429,31.6428568704,31.6428571429,31.6999999455,31.3571428571,30.9428569249,31.8514282136,31.871428081
Yatawatta,27,27.5363608727,27.7740966916,30.1937997215,28.4559711126,30.6605994829,30.3837534625,29.9403050711,31.3108460133,31.3820772469,32.4417842176,32.9275969147,32.8742937306,33.0945880109,32.9009915758,32.4028649938,32.9811902209,32.6034564059,31.3444405178,30.5952787628,31.1082825838,30.566115208,28.9873963972,28.7317325268,28.1962648786,28.3911432578,29.1095642572,28.7832608922,29.0274982853,29.0472012851,29.2893681966,29.2473987074,29.3594163581,29.9470041127,30.6207002009,32.528878699,28.4754767765,27.9672001187,28.7942925605,30.86650994,30.930845063,29.9882836694,30.0808942555,30.5525201911,31.1521254873,31.4231600108,30.1005973925,30.6316338147,29.8162636558,27.7391220478,29.0153759195,28.6885792796,29.167003136
Nikaweratiya,257,28.7382961601,28.9584855902,30.8864550331,30.310395867,31.5689505438,31.5079179026,30.7034257949,32.0842430779,31.8836408743,33.7017481231,33.7716359729,33.6407142807,33.4949749127,33.4303187888,33.2747852101,33.7364896582,33.8039586527,32.8759205678,32.239234277,32.5840359751,32.1574091127,30.6304474531,30.5875902644,30.4771250754,30.6219965598,31.0050945467,31.0943625571,31.0340704366,30.7892681478,31.1187778568,31.0178401758,31.120051331,31.2873926138,32.1900082871,33.6790799547,30.2074440734,29.6902061186,30.3775298202,31.7354822737,31.9773324507,31.4344063041,31.3211273464,31.5127455115,32.2260240332,31.8397771557,30.5812913563,31.2235460862,30.3981934697,29.2003357672,30.062039908,29.8364199547,30.1718334601
Ambanganga,132,28.3285715921,28.7857142857,30.0999995641,28.5428573063,29.9571432386,29.6571431841,30.5428570339,31.8142858233,31.699999673,31.4571429661,32.7428561619,32.9857150487,34.6857147217,35.0714285715,34.9428574698,35.9428569249,35.7571432931,34.7857142857,33.9000007084,34.7285712106,34.5285709926,33.899999891,34.0142857688,33.6428568704,33.9571424212,34.299999782,34.4714290074,34.4857145037,34.2714276995,34.8142852783,34.7857142857,35.4857139587,35.6142850603,36.3428562709,35.9285714286,33.1428568704,33.4142859323,34.9428574698,36.6857141767,36.5285715376,36.2714293343,35.0142849513,35.9285714286,33.7142851693,31.7857142857,31.1714286804,31.8571425846,30.800000327,28.6571426392,30.1571429116,28.4857147762,29.4571432386
Medawachch,236,28.4761651606,28.4031827732,30.6031640803,30.061936688,30.5921749624,30.5414358975,30.441303896,32.1001704895,31.4477263027,32.3857905835,33.260496374,33.3222054944,34.7444683457,34.1350134788,34.827093541,35.1079764223,34.8826829516,34.0238350815,33.0857896209,33.5619742374,33.4905834272,32.6809209878,32.6205949094,33.0713716871,33.2841042818,33.4967982068,33.6238161281,33.5888594005,32.8873056391,33.6300304534,34.3935772422,33.2492613832,33.1350515429,34.7540169016,35.5602498592,30.6699506294,31.7395795119,33.3729444382,34.7729443292,35.2491285522,34.6079010206,33.0031825794,33.028590721,32.8777947839,31.5556272022,30.8476887653,31.9286280101,31.1568208195,28.8381393011,30.3175636842,29.2492231677,29.6126941188
Batticaloa,134,27.6428568704,28.5142857688,28.3285713196,27.8285713196,28.7428569794,28.3142858233,29.2857142857,29.6142861502,29.4999994551,30.4285714286,30.3571425847,30.6714284079,32.0142854963,32.0285715376,32.5142857688,32.7571427482,32.9571429661,32.9857145037,32.671428408,33.3571428571,33.5857140677,34.0142860413,34.7142857143,36.1142856053,35.9571435111,33.4571424212,33.7285717555,33.4285714286,34.2142857143,34.0428575788,36.0285720825,32.9857147761,32.0857146127,32.6142861503,32.5857146127,31.9571429661,32.9571426937,34.4285714286,33.700000218,32.0999998365,33.9428574698,31.8571428572,32.1285716465,31.4428569249,30.1857147217,30.0714285714,29.8428570884,28.5142860412,28.1857144492,29.3714286259,27.4285714286,28.099999564
Gampola(Ud,165,26.3999996185,26.3428573608,29.0142857688,26.5428573064,29.1142858778,28.5857140677,28.2285712106,29.7285714831,29.8285713196,30.5142860413,30.9857142312,31.4142856598,31.7999995095,31.7142859868,30.9428571974,31.5571430751,31.0571430751,30.0714285714,29.1999999455,29.899999891,29.2571427482,27.700000218,27.2285714831,26.6571431841,26.5571430751,27.7142857143,27.0571433476,27.100000109,27.3714288984,27.7142857143,27.5428573063,27.9857139588,28.3000000545,28.6428574153,30.399999891,26.8428570884,26.5,27.5428573063,29.5,29.5571430751,28.5714285714,28.6999999455,29.1428574153,29.8000000545,30.1285716466,28.9714287349,29.1428574153,28.4857145037,26.2000004905,27.8142858233,27.2285714831,27.7285714831
Welipitiya,166,28.7571427482,29.9428566524,29.8142855508,30.7428569794,30.7714285169,30.728572028,30.2571427482,30.2571430206,30.328571592,32.3571425847,32.3285715921,31.1571426392,31.4714290074,31.5999998365,31.8999996185,31.8285707746,32.1428571428,30.7571427482,30.5285712651,29.6285713741,29.9428571973,29.2285714831,28.9857142312,28.8857143947,28.799999782,28.9000001635,28.7857142857,28.3857143947,28.699999673,28.6714286804,28.828571592,27.7571430206,28.7142857143,28.6999999455,28.9857139588,28.8428573608,28.5285715376,28.5428573064,29.6142861502,29.4142859323,29.4142856598,28.2285714831,29.1285716465,29.6428571429,30.299999782,30.5000002725,30.1428574153,29.9571426937,29.7571430206,29.2571427482,29.1857141767,28.9857145037
Chilaw,153,29.1392091977,29.7219314691,31.8582710301,31.7375297808,33.2845073152,32.533942071,30.5563030329,32.6254569005,32.4297003643,32.9293508134,32.9300066487,32.7486569374,32.5029308801,32.807173295,32.2594177381,32.3744816657,32.661630109,31.1183012962,31.900122582,31.1853645711,31.0560143845,29.5710177771,29.7316856979,29.5646228178,29.6538627258,29.6089757977,30.2410117275,30.1645002632,29.6495583455,29.3475901442,30.2037703228,29.3254747273,30.2844634628,30.9773511114,31.3696440726,29.336645791,29.6014959866,29.6387981309,30.9508094954,31.1051439592,30.955830682,30.726541834,30.6565479652,31.0109440944,31.7962906618,30.9819438812,30.8420787935,31.0368734413,30.554684478,30.1742368969,31.1475105701,31.1732744361
Pallepola,158,27.7528071703,28.0467093427,30.4184654491,28.8203679088,30.9551306925,30.726231674,30.2663443963,31.6122268133,31.6779784007,32.8089208498,33.2974734093,33.152386054,33.3411723493,33.127027117,32.680957265,33.252432954,32.8979875633,31.586915102,30.8610419019,31.3384279837,30.8154393042,29.2326107914,29.0180443325,28.4894262224,28.7404710335,29.3753273441,29.112039923,29.3946349176,29.3663909155,29.5893791047,29.5720680624,29.6210697692,30.2607141492,30.997426129,32.9343729328,28.7864469769,28.246662334,29.0326573643,31.1267933807,31.1924983957,30.2581565105,30.3439175324,30.821023088,31.4096690658,31.6697443231,30.3156736937,30.915205732,30.0696975323,28.0322833654,29.244151323,28.9666715507,29.4409857314
Beruwala(North),18,30.3889638516,30.1733761578,32.2991849583,32.620615478,33.7006454558,31.8702884083,31.6212641107,32.3197997885,31.8868459739,32.7475592248,32.9577882101,32.9806795729,33.2022678303,33.3495112805,33.1545415364,33.1618456896,33.4363613814,31.5193170539,32.8477300003,32.10893001,31.9923726079,31.090587246,30.8767884057,30.7050351488,30.6188342009,30.7108776088,30.959094371,30.6248386921,30.7379885275,30.6970789803,30.9256504633,29.88749959,31.2071412779,31.3228869603,31.5290544964,30.2246771136,30.6631518536,30.3874993176,31.5902551676,31.6490241855,31.5100659434,30.7862014322,31.6897719801,31.6209395281,31.6560026816,31.6495107839,31.6504848074,31.7038949188,31.3504889374,30.9504845833,31.8558749874,31.8748361834
Hasalaka(M,84,26.3999996185,26.3428573608,29.0142857688,26.5428573064,29.1142858778,28.5857140677,28.2285712106,29.7285714831,29.8285713196,30.5142860413,30.9857142312,31.4142856598,31.7999995095,31.7142859868,30.9428571974,31.5571430751,31.0571430751,30.0714285714,29.1999999455,29.899999891,29.2571427482,27.700000218,27.2285714831,26.6571431841,26.5571430751,27.7142857143,27.0571433476,27.100000109,27.3714288984,27.7142857143,27.5428573063,27.9857139588,28.3000000545,28.6428574153,30.399999891,26.8428570884,26.5,27.5428573063,29.5,29.5571430751,28.5714285714,28.6999999455,29.1428574153,29.8000000545,30.1285716466,28.9714287349,29.1428574153,28.4857145037,26.2000004905,27.8142858233,27.2285714831,27.7285714831
Kirinda+AC0-Puhulwella,249,28.7575171599,29.9429830773,29.8152045616,30.7434113033,30.7721481657,30.7288735023,30.2569287986,30.2580717563,30.3293009657,32.3571085474,32.3284889295,31.1576191633,31.4717402068,31.600330486,31.900223293,31.8290472992,32.143109992,30.7573518352,30.529174214,29.6291500104,29.9430711469,29.2290577321,28.9861372679,28.8863902809,28.8010987051,28.9006031123,28.786764584,28.3870418545,28.7006561095,28.6716572174,28.8298115271,27.7588254425,28.715185275,28.7003403199,28.9862585578,28.8436596717,28.528863287,28.5431587808,29.6144855122,29.4146165815,29.4144509846,28.2292570943,29.1289946833,29.6434211918,30.3006853933,30.5004378966,30.1434700891,29.9575122431,29.7575271574,29.2573080729,29.1862004258,28.9862007526
Palai,155,29.0855463154,28.242899258,29.5289355913,29.5858312965,29.7429970001,29.4144487448,28.8576192,30.2575353508,30.4287721248,31.2431375658,31.5717599538,31.5863026996,32.4292989916,32.3861723404,32.6434361674,32.6578946283,33.0290014791,33.1573957662,31.8431703457,31.790968408,31.6861715777,31.3004898545,31.1005461896,31.0007467769,30.7722777034,30.4867319872,31.1436596559,30.5724507223,30.1723108105,30.4297756065,30.8583887688,30.5008310619,29.9008957512,30.4156438603,31.7594533931,29.5288095727,29.9007279986,29.9869090745,30.2729871415,30.3445562784,30.6013536423,31.1862975962,30.5150838867,31.071997989,30.1860735632,29.3718250789,30.1719327548,29.1724738957,28.2001539682,29.1145513723,28.6287534009,28.7288655264
Sainthamaruthu,318,27.6428568704,28.5142857688,28.3285713196,27.8285713196,28.7428569794,28.3142858233,29.2857142857,29.6142861502,29.4999994551,30.4285714286,30.3571425847,30.6714284079,32.0142854963,32.0285715376,32.5142857688,32.7571427482,32.9571429661,32.9857145037,32.671428408,33.3571428571,33.5857140677,34.0142860413,34.7142857143,36.1142856053,35.9571435111,33.4571424212,33.7285717555,33.4285714286,34.2142857143,34.0428575788,36.0285720825,32.9857147761,32.0857146127,32.6142861503,32.5857146127,31.9571429661,32.9571426937,34.4285714286,33.700000218,32.0999998365,33.9428574698,31.8571428572,32.1285716465,31.4428569249,30.1857147217,30.0714285714,29.8428570884,28.5142860412,28.1857144492,29.3714286259,27.4285714286,28.099999564
Badulla,280,23.2428569794,23.4428571974,25.3857143947,24.2428575243,25.6857141767,25.5,26.0571428026,26.6428571428,26.700000218,27.6285711016,28.8571428571,28.5428575788,29.9285714286,29.9571424212,29.300000327,30.6571429116,29.8428573608,28.8285713196,29.1285711016,29.4571429661,29.9285719735,28.8428570884,28.9857145037,28.3714288984,28.4428569249,29.1714286804,28.7571424757,28.171428408,29.400000436,29.0857140677,30.1285716466,29.7428572518,30.1428568704,30.8000000545,29.6571429116,27.0000002725,27.9000001635,30.1285716466,31.1142853328,31.100000109,30.6428574153,28.7857142857,28.7714285169,27.4857142312,27.100000109,26.5285715375,26.700000218,25.1999999455,23.8857143947,25.0285715376,22.7571427482,23.4571429661
Eravoor,106,27.6428568704,28.5142857688,28.3285713196,27.8285713196,28.7428569794,28.3142858233,29.2857142857,29.6142861502,29.4999994551,30.4285714286,30.3571425847,30.6714284079,32.0142854963,32.0285715376,32.5142857688,32.7571427482,32.9571429661,32.9857145037,32.671428408,33.3571428571,33.5857140677,34.0142860413,34.7142857143,36.1142856053,35.9571435111,33.4571424212,33.7285717555,33.4285714286,34.2142857143,34.0428575788,36.0285720825,32.9857147761,32.0857146127,32.6142861503,32.5857146127,31.9571429661,32.9571426937,34.4285714286,33.700000218,32.0999998365,33.9428574698,31.8571428572,32.1285716465,31.4428569249,30.1857147217,30.0714285714,29.8428570884,28.5142860412,28.1857144492,29.3714286259,27.4285714286,28.099999564
Galagedara,283,26.4837958346,26.4483981295,29.1012641005,26.6839318962,29.2283123183,28.7183029756,28.3547958772,29.8452497119,29.9431281279,30.6564213464,31.1289102618,31.521947859,31.8954635333,31.8017946356,31.0505193764,31.6621534861,31.1711694954,30.1653015222,29.3028889562,29.9890996533,29.3536674569,27.794933874,27.3394158181,26.7706392872,26.6923837611,27.8171747048,27.1844286789,27.2421354142,27.4950017363,27.8304335956,27.668551595,28.0870119066,28.4214514921,28.7887051735,30.5569851701,26.9632478106,26.6081925468,27.6351391741,29.60076757,29.6584409926,28.6759086349,28.8018282308,29.246807111,29.8997068991,30.2240356602,29.054694563,29.2526410149,28.5838302955,26.3134965834,27.9028551975,27.3362336621,27.8346426195
Wellawaya,178,21.8952368453,22.2293800158,24.2541848682,22.958263693,24.8586638949,23.8699635615,24.0681584578,25.2256134947,25.8264821212,25.1413921949,26.1275748019,26.5699636235,27.0369131682,28.1732618991,26.493187392,28.0785895462,27.1468759422,26.5716127372,27.3337029906,27.8213785559,27.833703025,25.8172117847,26.0071609747,24.8905135998,26.167201816,27.3906017115,25.8057358946,26.5040187993,26.4008765068,25.9921626928,26.8781892685,27.581263359,27.4406797788,27.918616714,26.6414603418,25.0559022045,25.1967978886,27.2005644442,28.2517352542,27.8479688157,27.4594245825,25.418772766,26.3782773113,25.0483689901,24.8413041796,25.2122644298,25.1906016151,23.4209782851,23.8031701928,22.316343172,21.8334588268,22.4329905125
Mulatiyana,170,28.7571427482,29.9428566524,29.8142855508,30.7428569794,30.7714285169,30.728572028,30.2571427482,30.2571430206,30.328571592,32.3571425847,32.3285715921,31.1571426392,31.4714290074,31.5999998365,31.8999996185,31.8285707746,32.1428571428,30.7571427482,30.5285712651,29.6285713741,29.9428571973,29.2285714831,28.9857142312,28.8857143947,28.799999782,28.9000001635,28.7857142857,28.3857143947,28.699999673,28.6714286804,28.828571592,27.7571430206,28.7142857143,28.6999999455,28.9857139588,28.8428573608,28.5285715376,28.5428573064,29.6142861502,29.4142859323,29.4142856598,28.2285714831,29.1285716465,29.6428571429,30.299999782,30.5000002725,30.1428574153,29.9571426937,29.7571430206,29.2571427482,29.1857141767,28.9857145037
Beliatta,232,29.8571425847,30.3142855508,32.5142854963,32.3714283535,32.8857143947,31.6142858778,29.6285713741,32.9857142312,32.4714287349,32.2571430206,32.0857137952,32.5571425302,32.3857146672,32.5714285714,32.5571422577,33.2285723005,32.8857133048,31.371428081,32.299999782,31.3285710471,30.5714285714,30.6571426392,30.2285712106,30.8714286259,32.0285715376,30.6714284079,31.8714291709,32.2857137408,30.6285716466,29.3428570883,32.4714284624,32.700000218,31.3571425847,29.700000218,30.5857140677,31.1999999455,29.3857143947,29.428571701,30.1999999455,30.3857141222,29.9000001635,30.2428572518,30.3714288984,31.3000000545,32.3142855508,31.7857142857,31.9428571974,31.0428573063,30.8857143947,29.7428572518,30.6142856053,30.4142853873
Rideemaliy,57,23.2428569794,23.4428571974,25.3857143947,24.2428575243,25.6857141767,25.5,26.0571428026,26.6428571428,26.700000218,27.6285711016,28.8571428571,28.5428575788,29.9285714286,29.9571424212,29.300000327,30.6571429116,29.8428573608,28.8285713196,29.1285711016,29.4571429661,29.9285719735,28.8428570884,28.9857145037,28.3714288984,28.4428569249,29.1714286804,28.7571424757,28.171428408,29.400000436,29.0857140677,30.1285716466,29.7428572518,30.1428568704,30.8000000545,29.6571429116,27.0000002725,27.9000001635,30.1285716466,31.1142853328,31.100000109,30.6428574153,28.7857142857,28.7714285169,27.4857142312,27.100000109,26.5285715375,26.700000218,25.1999999455,23.8857143947,25.0285715376,22.7571427482,23.4571429661
Maharagama,33,30.3999996185,30.1714286804,32.2857148307,32.6142861502,33.6857147217,31.8571428571,31.6142856053,32.300000327,31.8714283535,32.7285712106,32.9428574698,32.9714290074,33.1857141767,33.3428573608,33.1428565979,33.1428576878,33.4285714286,31.5142860413,32.8571428571,32.1142856053,32.0000002725,31.100000109,30.8857143947,30.7142857143,30.6285716466,30.7142857143,30.9714284624,30.6285713741,30.7428572518,30.700000218,30.928571701,29.8857143947,31.2000004904,31.3142855508,31.5142860413,30.2300494997,30.6714286804,30.3857141222,31.5729068605,31.6428571429,31.5142854963,30.7857145582,31.6857147217,31.6142856053,31.6428571429,31.6428568704,31.6428571429,31.6999999455,31.3571428571,30.9428569249,31.8514282136,31.871428081
Kurunduwatta,307,25.5821727603,25.6456452296,28.2405862189,25.8103432442,28.2685116611,27.656097902,27.351907871,28.7886589805,28.8665950857,29.4802351125,30.0384471141,30.4787857969,30.8821506541,30.852331764,30.1059084283,30.7290197537,30.2172525276,29.2859617673,28.4248295064,29.0748184322,28.3863630497,26.7291984803,26.2386479328,25.6201504348,25.599579523,26.8243841471,26.0848706646,26.1203728956,26.3520870865,26.7228912327,26.563230121,27.0575687384,27.3733257234,27.7426594271,29.5174528542,25.883822689,25.4865418292,26.5867647135,28.6718767628,28.6407651089,27.6109232829,27.729198278,28.2456012617,28.7806582426,29.1239389515,28.0329870655,28.2323630342,27.6252311421,25.3939408723,26.9243842281,26.5195920415,26.8577917566
Nattandiya,285,29.1571429116,29.7714285169,31.9285711561,31.8142860957,33.400000436,32.6142850603,30.5857143402,32.6857141767,32.5000005449,32.9142864772,32.9285719735,32.7285712106,32.4857145037,32.799999782,32.2285717555,32.3285713196,32.6142850603,31.0142857688,31.8714286259,31.100000109,30.9857142312,29.5000002725,29.6714284079,29.4857145037,29.5857146127,29.5142857688,30.1714289529,30.1142858777,29.5857143402,29.2428572518,30.1571426391,29.2142857143,30.2428572518,30.9285714286,31.2857142857,29.2857140132,29.5857143402,29.5857143402,30.928571701,31.0714285714,30.9285714286,30.6999999455,30.6285713741,30.9571429661,31.8285713196,31.0285715375,30.8571431296,31.100000109,30.6285713741,30.1857144492,31.2285709381,31.2428572518
Nuwara+AC0-Eliya,281,18.4571428299,19.5714288439,21.5,19.4285711561,20.9000001635,19.5571428027,19.7142857143,20.6000006539,20.4857142312,20.4714287349,21.7857142857,22.3285710471,22.8857141222,23.3428576333,22.8142855508,23.5142854963,22.900000436,22.4428574698,21.6714286804,21.8857141222,20.8000000545,18.2714285169,17.6142858778,16.5857144765,17.2571426119,19.0714285714,17.6142856053,17.5857140678,17.4714287349,18.085714204,18.0285715376,18.9714287349,19.300000327,19.899999891,21.8285710471,17.5285715376,16.6571426392,18.2571430206,21.4571432386,20.6571431841,19.2428575243,19.2714289256,20.4285714286,19.899999891,20.3714286259,19.8571428572,20.299999782,20.1285713741,18.3714288984,19.1714284079,20.3428570884,19.2714285169
Arachchikattuwa,255,28.8000826351,28.7859422081,30.5288955257,30.2860677306,31.1005322003,31.0146560019,30.0001351597,31.4859917019,31.1003238249,33.2142174365,32.9571363598,33.1284780666,32.8284925871,32.9428244375,32.8427153223,33.2426463904,33.5569250622,33.0852351005,32.4427253409,32.7996066986,32.3853904065,30.9139589133,30.8711511552,31.0567791758,30.9425436637,31.3995644105,31.5568221177,31.1140543798,30.8568485979,31.3280893216,31.0854999031,31.4280591567,31.0712369845,31.8997749995,32.9567564891,30.299765798,29.8999269477,30.6426127044,31.3713262261,31.7427020003,31.4713032124,31.2284489914,31.1855853511,32.0283235235,31.1858633666,30.1002148184,30.5572121704,29.8431480444,29.1574831435,29.9571963625,29.6146588693,29.8574632697
Ingiriya,292,29.9022167648,30.2592722207,32.893302738,32.8997788428,34.3591852144,32.4500903141,31.9290603157,33.1930812061,32.5668604992,33.5850506845,33.6163282418,33.3886879876,33.932388597,33.6429912019,33.6699211902,33.9993366032,33.7799475442,31.7412165133,32.4325635121,31.8727144036,31.655944382,30.6754204847,30.4830958649,30.297026734,30.1893512926,30.5605586113,30.4150829693,30.4602038207,30.523247005,30.5682339303,30.7968054133,29.966237989,31.5220951468,31.7022634906,32.1804367276,29.9877209274,30.2980914703,30.4662377165,32.3554251759,31.9210297498,31.3239569881,30.8076756527,31.8687227255,31.914419586,32.2358040413,31.9429904322,31.9869130333,31.8756878637,31.0570090161,31.2869125361,32.0520058237,32.0251550443
